1,2017-12-01 00,280
2,2017-12-01 00,849
3,2017-12-01 00,74
4,2017-12-01 00,176
5,2017-12-01 00,237
6,2017-12-01 00,224
7,2017-12-01 00,213
8,2017-12-01 00,118
9,2017-12-01 00,364
10,2017-12-01 00,23
11,2017-12-01 00,550
12,2017-12-01 00,160
13,2017-12-01 00,48
14,2017-12-01 00,54
15,2017-12-01 00,21
16,2017-12-01 00,3
17,2017-12-01 00,244
18,2017-12-01 00,495
19,2017-12-01 00,264
20,2017-12-01 00,36
21,2017-12-01 00,185
22,2017-12-01 00,6
23,2017-12-01 00,496
24,2017-12-01 00,7
25,2017-12-01 00,250
26,2017-12-01 00,43
27,2017-12-01 00,19
28,2017-12-01 00,164
29,2017-12-01 00,35
30,2017-12-01 00,405
31,2017-12-01 00,140
32,2017-12-01 00,24
33,2017-12-01 00,19
1,2017-12-01 01,588
2,2017-12-01 01,1046
3,2017-12-01 01,32
4,2017-12-01 01,77
5,2017-12-01 01,127
6,2017-12-01 01,145
7,2017-12-01 01,123
8,2017-12-01 01,27
9,2017-12-01 01,220
10,2017-12-01 01,16
11,2017-12-01 01,211
12,2017-12-01 01,29
13,2017-12-01 01,26
14,2017-12-01 01,49
15,2017-12-01 01,11
16,2017-12-01 01,5
17,2017-12-01 01,155
18,2017-12-01 01,331
19,2017-12-01 01,276
20,2017-12-01 01,15
21,2017-12-01 01,282
22,2017-12-01 01,4
23,2017-12-01 01,388
24,2017-12-01 01,3
25,2017-12-01 01,267
26,2017-12-01 01,26
27,2017-12-01 01,18
28,2017-12-01 01,118
29,2017-12-01 01,14
30,2017-12-01 01,318
31,2017-12-01 01,66
32,2017-12-01 01,9
33,2017-12-01 01,15
1,2017-12-01 02,160
2,2017-12-01 02,1443
3,2017-12-01 02,24
4,2017-12-01 02,63
5,2017-12-01 02,70
6,2017-12-01 02,130
7,2017-12-01 02,61
8,2017-12-01 02,15
9,2017-12-01 02,102
10,2017-12-01 02,12
11,2017-12-01 02,183
12,2017-12-01 02,14
13,2017-12-01 02,14
14,2017-12-01 02,53
15,2017-12-01 02,9
16,2017-12-01 02,6
17,2017-12-01 02,80
18,2017-12-01 02,338
19,2017-12-01 02,107
20,2017-12-01 02,18
21,2017-12-01 02,363
22,2017-12-01 02,1
23,2017-12-01 02,347
24,2017-12-01 02,2
25,2017-12-01 02,264
26,2017-12-01 02,10
27,2017-12-01 02,16
28,2017-12-01 02,80
29,2017-12-01 02,14
30,2017-12-01 02,349
31,2017-12-01 02,51
32,2017-12-01 02,5
33,2017-12-01 02,13
1,2017-12-01 03,175
2,2017-12-01 03,1527
3,2017-12-01 03,25
4,2017-12-01 03,68
5,2017-12-01 03,101
6,2017-12-01 03,95
7,2017-12-01 03,52
8,2017-12-01 03,18
9,2017-12-01 03,70
10,2017-12-01 03,5
11,2017-12-01 03,146
12,2017-12-01 03,18
13,2017-12-01 03,14
14,2017-12-01 03,36
15,2017-12-01 03,8
16,2017-12-01 03,5
17,2017-12-01 03,99
18,2017-12-01 03,359
19,2017-12-01 03,129
20,2017-12-01 03,15
21,2017-12-01 03,261
22,2017-12-01 03,2
23,2017-12-01 03,337
24,2017-12-01 03,2
25,2017-12-01 03,262
26,2017-12-01 03,9
27,2017-12-01 03,19
28,2017-12-01 03,69
29,2017-12-01 03,9
30,2017-12-01 03,318
31,2017-12-01 03,46
32,2017-12-01 03,7
33,2017-12-01 03,15
1,2017-12-01 04,150
2,2017-12-01 04,1276
3,2017-12-01 04,37
4,2017-12-01 04,61
5,2017-12-01 04,104
6,2017-12-01 04,85
7,2017-12-01 04,47
8,2017-12-01 04,29
9,2017-12-01 04,60
10,2017-12-01 04,12
11,2017-12-01 04,144
12,2017-12-01 04,27
13,2017-12-01 04,16
14,2017-12-01 04,48
15,2017-12-01 04,10
16,2017-12-01 04,6
17,2017-12-01 04,77
18,2017-12-01 04,206
19,2017-12-01 04,92
20,2017-12-01 04,16
21,2017-12-01 04,294
22,2017-12-01 04,3
23,2017-12-01 04,335
24,2017-12-01 04,2
25,2017-12-01 04,272
26,2017-12-01 04,33
27,2017-12-01 04,15
28,2017-12-01 04,73
29,2017-12-01 04,20
30,2017-12-01 04,291
31,2017-12-01 04,51
32,2017-12-01 04,6
33,2017-12-01 04,12
1,2017-12-01 05,194
2,2017-12-01 05,1467
3,2017-12-01 05,43
4,2017-12-01 05,46
5,2017-12-01 05,88
6,2017-12-01 05,128
7,2017-12-01 05,43
8,2017-12-01 05,68
9,2017-12-01 05,51
10,2017-12-01 05,33
11,2017-12-01 05,155
12,2017-12-01 05,68
13,2017-12-01 05,24
14,2017-12-01 05,36
15,2017-12-01 05,14
16,2017-12-01 05,9
17,2017-12-01 05,91
18,2017-12-01 05,222
19,2017-12-01 05,120
20,2017-12-01 05,22
21,2017-12-01 05,358
22,2017-12-01 05,4
23,2017-12-01 05,327
24,2017-12-01 05,11
25,2017-12-01 05,224
26,2017-12-01 05,26
27,2017-12-01 05,19
28,2017-12-01 05,45
29,2017-12-01 05,57
30,2017-12-01 05,288
31,2017-12-01 05,71
32,2017-12-01 05,11
33,2017-12-01 05,19
1,2017-12-01 06,204
2,2017-12-01 06,1179
3,2017-12-01 06,110
4,2017-12-01 06,128
5,2017-12-01 06,133
6,2017-12-01 06,197
7,2017-12-01 06,78
8,2017-12-01 06,399
9,2017-12-01 06,118
