1,2017-12-01 00,772
2,2017-12-01 00,1171
3,2017-12-01 00,153
4,2017-12-01 00,206
5,2017-12-01 00,309
6,2017-12-01 00,413
7,2017-12-01 00,189
8,2017-12-01 00,86
9,2017-12-01 00,400
10,2017-12-01 00,31
11,2017-12-01 00,414
12,2017-12-01 00,96
13,2017-12-01 00,74
14,2017-12-01 00,8
15,2017-12-01 00,21
16,2017-12-01 00,11
17,2017-12-01 00,555
18,2017-12-01 00,694
19,2017-12-01 00,479
20,2017-12-01 00,45
21,2017-12-01 00,433
22,2017-12-01 00,5
23,2017-12-01 00,418
24,2017-12-01 00,11
25,2017-12-01 00,489
26,2017-12-01 00,55
27,2017-12-01 00,29
28,2017-12-01 00,320
29,2017-12-01 00,36
30,2017-12-01 00,515
31,2017-12-01 00,286
32,2017-12-01 00,24
33,2017-12-01 00,19
1,2017-12-01 01,437
2,2017-12-01 01,991
3,2017-12-01 01,43
4,2017-12-01 01,124
5,2017-12-01 01,197
6,2017-12-01 01,204
7,2017-12-01 01,117
8,2017-12-01 01,23
9,2017-12-01 01,447
10,2017-12-01 01,9
11,2017-12-01 01,235
12,2017-12-01 01,33
13,2017-12-01 01,28
14,2017-12-01 01,7
15,2017-12-01 01,13
16,2017-12-01 01,7
17,2017-12-01 01,201
18,2017-12-01 01,352
19,2017-12-01 01,297
20,2017-12-01 01,25
21,2017-12-01 01,367
22,2017-12-01 01,6
23,2017-12-01 01,268
24,2017-12-01 01,5
25,2017-12-01 01,392
26,2017-12-01 01,29
27,2017-12-01 01,28
28,2017-12-01 01,136
29,2017-12-01 01,10
30,2017-12-01 01,403
31,2017-12-01 01,109
32,2017-12-01 01,11
33,2017-12-01 01,20
1,2017-12-01 02,252
2,2017-12-01 02,744
3,2017-12-01 02,24
4,2017-12-01 02,85
5,2017-12-01 02,97
6,2017-12-01 02,172
7,2017-12-01 02,55
8,2017-12-01 02,14
9,2017-12-01 02,255
10,2017-12-01 02,3
11,2017-12-01 02,192
12,2017-12-01 02,15
13,2017-12-01 02,16
14,2017-12-01 02,22
15,2017-12-01 02,9
16,2017-12-01 02,6
17,2017-12-01 02,92
18,2017-12-01 02,187
19,2017-12-01 02,144
20,2017-12-01 02,26
21,2017-12-01 02,186
22,2017-12-01 02,6
23,2017-12-01 02,314
24,2017-12-01 02,2
25,2017-12-01 02,275
26,2017-12-01 02,10
27,2017-12-01 02,14
28,2017-12-01 02,72
29,2017-12-01 02,2
30,2017-12-01 02,352
31,2017-12-01 02,68
32,2017-12-01 02,6
33,2017-12-01 02,11
1,2017-12-01 03,503
2,2017-12-01 03,756
3,2017-12-01 03,21
4,2017-12-01 03,64
5,2017-12-01 03,151
6,2017-12-01 03,183
7,2017-12-01 03,70
8,2017-12-01 03,22
9,2017-12-01 03,188
10,2017-12-01 03,5
11,2017-12-01 03,177
12,2017-12-01 03,23
13,2017-12-01 03,16
14,2017-12-01 03,6
15,2017-12-01 03,11
16,2017-12-01 03,9
17,2017-12-01 03,119
18,2017-12-01 03,241
19,2017-12-01 03,123
20,2017-12-01 03,41
21,2017-12-01 03,263
22,2017-12-01 03,3
23,2017-12-01 03,305
24,2017-12-01 03,3
25,2017-12-01 03,229
26,2017-12-01 03,12
27,2017-12-01 03,20
28,2017-12-01 03,57
29,2017-12-01 03,4
30,2017-12-01 03,307
31,2017-12-01 03,48
32,2017-12-01 03,7
33,2017-12-01 03,23
1,2017-12-01 04,340
2,2017-12-01 04,896
3,2017-12-01 04,27
4,2017-12-01 04,96
5,2017-12-01 04,171
6,2017-12-01 04,198
7,2017-12-01 04,64
8,2017-12-01 04,28
9,2017-12-01 04,151
10,2017-12-01 04,14
11,2017-12-01 04,295
12,2017-12-01 04,34
13,2017-12-01 04,18
14,2017-12-01 04,6
15,2017-12-01 04,11
16,2017-12-01 04,8
17,2017-12-01 04,110
18,2017-12-01 04,226
19,2017-12-01 04,168
20,2017-12-01 04,18
21,2017-12-01 04,409
22,2017-12-01 04,2
23,2017-12-01 04,469
24,2017-12-01 04,4
25,2017-12-01 04,428
26,2017-12-01 04,17
27,2017-12-01 04,32
28,2017-12-01 04,75
29,2017-12-01 04,20
30,2017-12-01 04,370
31,2017-12-01 04,57
32,2017-12-01 04,6
33,2017-12-01 04,30
1,2017-12-01 05,360
2,2017-12-01 05,1050
3,2017-12-01 05,39
4,2017-12-01 05,76
5,2017-12-01 05,134
6,2017-12-01 05,222
7,2017-12-01 05,70
8,2017-12-01 05,112
9,2017-12-01 05,130
10,2017-12-01 05,46
11,2017-12-01 05,297
12,2017-12-01 05,103
13,2017-12-01 05,29
14,2017-12-01 05,6
15,2017-12-01 05,16
16,2017-12-01 05,10
17,2017-12-01 05,123
18,2017-12-01 05,268
19,2017-12-01 05,192
20,2017-12-01 05,27
21,2017-12-01 05,421
22,2017-12-01 05,9
23,2017-12-01 05,535
24,2017-12-01 05,9
25,2017-12-01 05,360
26,2017-12-01 05,11
27,2017-12-01 05,22
28,2017-12-01 05,131
29,2017-12-01 05,65
30,2017-12-01 05,340
31,2017-12-01 05,76
32,2017-12-01 05,11
33,2017-12-01 05,29
1,2017-12-01 06,332
2,2017-12-01 06,711
3,2017-12-01 06,110
4,2017-12-01 06,179
5,2017-12-01 06,198
6,2017-12-01 06,257
7,2017-12-01 06,93
8,2017-12-01 06,399
9,2017-12-01 06,116
10,2017-12-01 06,131
11,2017-12-01 06,434
12,2017-12-01 06,404
13,2017-12-01 06,58
14,2017-12-01 06,47
15,2017-12-01 06,55
16,2017-12-01 06,48
17,2017-12-01 06,225
18,2017-12-01 06,314
19,2017-12-01 06,230
20,2017-12-01 06,73
21,2017-12-01 06,341
22,2017-12-01 06,10
23,2017-12-01 06,601
24,2017-12-01 06,43
25,2017-12-01 06,290
26,2017-12-01 06,76
27,2017-12-01 06,73
28,2017-12-01 06,183
29,2017-12-01 06,172
30,2017-12-01 06,391
31,2017-12-01 06,148
32,2017-12-01 06,51
33,2017-12-01 06,77
1,2017-12-01 07,526
2,2017-12-01 07,805
3,2017-12-01 07,717
4,2017-12-01 07,248
5,2017-12-01 07,474
6,2017-12-01 07,656
7,2017-12-01 07,258
8,2017-12-01 07,2177
9,2017-12-01 07,227
10,2017-12-01 07,1021
11,2017-12-01 07,689
12,2017-12-01 07,2380
13,2017-12-01 07,241
14,2017-12-01 07,256
15,2017-12-01 07,368
16,2017-12-01 07,350
17,2017-12-01 07,591
18,2017-12-01 07,421
19,2017-12-01 07,800
20,2017-12-01 07,230
21,2017-12-01 07,344
22,2017-12-01 07,265
23,2017-12-01 07,635
24,2017-12-01 07,481
25,2017-12-01 07,390
26,2017-12-01 07,299
27,2017-12-01 07,277
28,2017-12-01 07,421
29,2017-12-01 07,1354
30,2017-12-01 07,613
31,2017-12-01 07,864
32,2017-12-01 07,255
33,2017-12-01 07,271
1,2017-12-01 08,784
2,2017-12-01 08,496
3,2017-12-01 08,1312
4,2017-12-01 08,584
5,2017-12-01 08,694
6,2017-12-01 08,725
7,2017-12-01 08,314
8,2017-12-01 08,3459
9,2017-12-01 08,250
10,2017-12-01 08,1836
11,2017-12-01 08,601
12,2017-12-01 08,3927
13,2017-12-01 08,487
14,2017-12-01 08,445
15,2017-12-01 08,481
16,2017-12-01 08,571
17,2017-12-01 08,869
18,2017-12-01 08,512
19,2017-12-01 08,473
20,2017-12-01 08,1232
21,2017-12-01 08,759
22,2017-12-01 08,239
23,2017-12-01 08,441
24,2017-12-01 08,726
25,2017-12-01 08,945
26,2017-12-01 08,526
27,2017-12-01 08,660
28,2017-12-01 08,759
29,2017-12-01 08,2263
30,2017-12-01 08,725
31,2017-12-01 08,1236
32,2017-12-01 08,494
33,2017-12-01 08,564
1,2017-12-01 09,711
2,2017-12-01 09,534
3,2017-12-01 09,1176
4,2017-12-01 09,559
5,2017-12-01 09,631
6,2017-12-01 09,876
7,2017-12-01 09,379
8,2017-12-01 09,2906
9,2017-12-01 09,315
10,2017-12-01 09,1031
11,2017-12-01 09,696
12,2017-12-01 09,3325
13,2017-12-01 09,459
14,2017-12-01 09,713
15,2017-12-01 09,760
16,2017-12-01 09,888
17,2017-12-01 09,841
18,2017-12-01 09,428
19,2017-12-01 09,473
20,2017-12-01 09,1952
21,2017-12-01 09,837
22,2017-12-01 09,613
23,2017-12-01 09,508
24,2017-12-01 09,1118
25,2017-12-01 09,978
26,2017-12-01 09,568
27,2017-12-01 09,1225
28,2017-12-01 09,750
29,2017-12-01 09,1595
30,2017-12-01 09,707
31,2017-12-01 09,1209
32,2017-12-01 09,419
33,2017-12-01 09,1012
1,2017-12-01 10,567
2,2017-12-01 10,497
3,2017-12-01 10,951
4,2017-12-01 10,441
