loc_id,time_stamp,num_of_people
13,2017-01-01 00,38
13,2017-01-01 01,29
13,2017-01-01 02,11
13,2017-01-01 03,7
13,2017-01-01 04,9
13,2017-01-01 05,10
13,2017-01-01 06,40
13,2017-01-01 07,28
13,2017-01-01 08,22
13,2017-01-01 09,80
13,2017-01-01 10,54
13,2017-01-01 11,62
13,2017-01-01 12,40
13,2017-01-01 17,62
13,2017-01-01 18,102
13,2017-01-01 19,87
13,2017-01-01 20,71
13,2017-01-01 21,49
13,2017-01-01 22,69
13,2017-01-01 23,53
13,2017-01-02 00,30
13,2017-01-02 01,16
13,2017-01-02 02,8
13,2017-01-02 03,2
13,2017-01-02 04,11
13,2017-01-02 05,9
13,2017-01-02 06,16
13,2017-01-02 07,41
13,2017-01-02 08,74
13,2017-01-02 09,156
13,2017-01-02 10,144
13,2017-01-02 11,255
13,2017-01-02 12,284
13,2017-01-02 13,161
13,2017-01-02 14,170
13,2017-01-02 15,141
13,2017-01-02 16,125
13,2017-01-02 17,237
13,2017-01-02 18,240
13,2017-01-02 19,212
13,2017-01-02 20,156
13,2017-01-02 21,176
13,2017-01-02 22,202
13,2017-01-02 23,124
13,2017-01-03 00,39
13,2017-01-03 01,13
13,2017-01-03 02,13
13,2017-01-03 03,14
13,2017-01-03 04,11
13,2017-01-03 05,17
13,2017-01-03 06,26
13,2017-01-03 07,113
13,2017-01-03 08,248
13,2017-01-03 09,186
13,2017-01-03 10,144
13,2017-01-03 11,255
13,2017-01-03 12,337
13,2017-01-03 13,247
13,2017-01-03 14,199
13,2017-01-03 15,230
13,2017-01-03 16,170
13,2017-01-03 17,289
13,2017-01-03 18,302
13,2017-01-03 19,178
13,2017-01-03 20,227
13,2017-01-03 21,131
13,2017-01-03 22,241
13,2017-01-03 23,162
13,2017-01-04 00,47
13,2017-01-04 01,25
13,2017-01-04 02,14
13,2017-01-04 03,29
13,2017-01-04 04,25
13,2017-01-04 05,18
13,2017-01-04 06,33
13,2017-01-04 07,123
13,2017-01-04 08,267
13,2017-01-04 09,195
13,2017-01-04 10,151
13,2017-01-04 11,242
13,2017-01-04 12,388
13,2017-01-04 13,230
13,2017-01-04 14,189
13,2017-01-04 15,200
13,2017-01-04 16,138
13,2017-01-04 17,264
13,2017-01-04 18,242
13,2017-01-04 19,166
13,2017-01-04 20,177
13,2017-01-04 21,99
13,2017-01-04 22,197
13,2017-01-04 23,144
13,2017-01-05 00,49
13,2017-01-05 01,20
13,2017-01-05 02,18
13,2017-01-05 03,18
13,2017-01-05 04,20
13,2017-01-05 05,50.0
13,2017-01-05 06,32
13,2017-01-05 07,120
13,2017-01-05 08,246
13,2017-01-05 09,245
13,2017-01-05 10,131
13,2017-01-05 11,276
13,2017-01-05 12,342
13,2017-01-05 13,243
13,2017-01-05 14,217
13,2017-01-05 15,156
13,2017-01-05 16,130
13,2017-01-05 17,272
13,2017-01-05 18,233
13,2017-01-05 19,196
13,2017-01-05 20,171
13,2017-01-05 21,182
13,2017-01-05 22,238
13,2017-01-05 23,196
13,2017-01-06 00,78
13,2017-01-06 01,43
13,2017-01-06 02,30
13,2017-01-06 03,35.0
13,2017-01-06 04,33
13,2017-01-06 05,36
13,2017-01-06 06,52
13,2017-01-06 07,99
13,2017-01-06 08,260
13,2017-01-06 09,288
13,2017-01-06 10,206
13,2017-01-06 11,247
13,2017-01-06 12,311
13,2017-01-06 13,250
13,2017-01-06 14,251
13,2017-01-06 15,190
13,2017-01-06 16,177
13,2017-01-06 17,278
13,2017-01-06 18,210
13,2017-01-06 19,216
13,2017-01-06 20,174
13,2017-01-06 21,130
13,2017-01-06 22,218
13,2017-01-06 23,143
13,2017-01-07 00,36
13,2017-01-07 01,41
13,2017-01-07 02,21
13,2017-01-07 03,24
13,2017-01-07 04,38.5
13,2017-01-07 05,22
13,2017-01-07 06,38
13,2017-01-07 07,70
13,2017-01-07 08,169
13,2017-01-07 09,134
13,2017-01-07 10,207
13,2017-01-07 11,241
13,2017-01-07 12,307
13,2017-01-07 13,189
13,2017-01-07 14,148
13,2017-01-07 15,124
13,2017-01-07 16,147
13,2017-01-07 17,200
13,2017-01-07 18,234
13,2017-01-07 19,184
13,2017-01-07 20,170
13,2017-01-07 21,143
13,2017-01-07 22,204
13,2017-01-07 23,128
13,2017-01-08 00,48
13,2017-01-08 01,39
13,2017-01-08 02,27
13,2017-01-08 03,31
13,2017-01-08 04,12
13,2017-01-08 05,12
13,2017-01-08 06,25
13,2017-01-08 07,58
13,2017-01-08 08,135
13,2017-01-08 09,185
13,2017-01-08 10,168
13,2017-01-08 11,316
13,2017-01-08 12,278
13,2017-01-08 13,258
13,2017-01-08 14,192
13,2017-01-08 15,196
13,2017-01-08 16,169
13,2017-01-08 17,240
13,2017-01-08 18,238
13,2017-01-08 19,193
13,2017-01-08 20,136
13,2017-01-08 21,161
13,2017-01-08 22,173
13,2017-01-08 23,151
13,2017-01-09 00,44
13,2017-01-09 01,17
13,2017-01-09 02,16
13,2017-01-09 03,13
13,2017-01-09 04,14
13,2017-01-09 05,13
13,2017-01-09 06,30
13,2017-01-09 07,139
13,2017-01-09 08,254
13,2017-01-09 09,146
13,2017-01-09 10,182
13,2017-01-09 11,226
13,2017-01-09 12,339
13,2017-01-09 13,197
13,2017-01-09 14,205
13,2017-01-09 15,185
13,2017-01-09 16,201
13,2017-01-09 17,253
13,2017-01-09 18,247
13,2017-01-09 19,158
13,2017-01-09 20,232
13,2017-01-09 21,152
13,2017-01-09 22,198
13,2017-01-09 23,129
13,2017-01-10 00,56
13,2017-01-10 01,13
13,2017-01-10 02,10
13,2017-01-10 03,31
13,2017-01-10 04,23
13,2017-01-10 05,28
13,2017-01-10 06,49
13,2017-01-10 07,154
13,2017-01-10 08,261
13,2017-01-10 09,167
13,2017-01-10 10,166
13,2017-01-10 11,250
13,2017-01-10 12,320
13,2017-01-10 13,197
13,2017-01-10 14,179
13,2017-01-10 15,133
13,2017-01-10 16,198
13,2017-01-10 17,205
13,2017-01-10 18,280
13,2017-01-10 19,190
13,2017-01-10 20,148
13,2017-01-10 21,175
13,2017-01-10 22,204
13,2017-01-10 23,118
13,2017-01-11 00,47
13,2017-01-11 01,44
13,2017-01-11 02,27
13,2017-01-11 03,20
13,2017-01-11 04,15
13,2017-01-11 05,9
13,2017-01-11 06,38
13,2017-01-11 07,80
13,2017-01-11 08,223
13,2017-01-11 09,193
13,2017-01-11 10,148
13,2017-01-11 11,250
13,2017-01-11 12,294
13,2017-01-11 13,223
13,2017-01-11 14,249
13,2017-01-11 15,121
13,2017-01-11 16,123
13,2017-01-11 17,276
13,2017-01-11 18,198
13,2017-01-11 19,201
13,2017-01-11 20,257
13,2017-01-11 21,147
13,2017-01-11 22,192
13,2017-01-11 23,145
13,2017-01-12 00,51
13,2017-01-12 01,23
13,2017-01-12 02,8
13,2017-01-12 03,6
13,2017-01-12 04,10
13,2017-01-12 05,16
13,2017-01-12 06,31
13,2017-01-12 07,112
13,2017-01-12 08,215
13,2017-01-12 09,187
13,2017-01-12 10,144
13,2017-01-12 11,282
13,2017-01-12 12,272
13,2017-01-12 13,228
13,2017-01-12 14,216
13,2017-01-12 15,167
13,2017-01-12 16,144
13,2017-01-12 17,234
13,2017-01-12 18,242
13,2017-01-12 19,202
13,2017-01-12 20,145
13,2017-01-12 21,160
13,2017-01-12 22,174
13,2017-01-12 23,99
13,2017-01-13 00,57
13,2017-01-13 01,25
13,2017-01-13 02,26
13,2017-01-13 03,20
13,2017-01-13 04,38.5
13,2017-01-13 05,18
13,2017-01-13 06,44
13,2017-01-13 07,102
13,2017-01-13 08,241
13,2017-01-13 09,186
13,2017-01-13 10,129
13,2017-01-13 11,238
13,2017-01-13 12,257
