loc_id,time_stamp,num_of_people
33,2017-01-01 00,18
33,2017-01-01 01,10
33,2017-01-01 02,12
33,2017-01-01 03,11
33,2017-01-01 04,9
33,2017-01-01 05,11
33,2017-01-01 06,11
33,2017-01-01 07,14
33,2017-01-01 08,25
33,2017-01-01 09,30
33,2017-01-01 10,28
33,2017-01-01 11,36
33,2017-01-01 12,19
33,2017-01-01 17,36
33,2017-01-01 18,60
33,2017-01-01 19,47
33,2017-01-01 20,38
33,2017-01-01 21,38
33,2017-01-01 22,42
33,2017-01-01 23,15
33,2017-01-02 00,11
33,2017-01-02 01,10
33,2017-01-02 02,10
33,2017-01-02 03,9
33,2017-01-02 04,11
33,2017-01-02 05,18
33,2017-01-02 06,17
33,2017-01-02 07,32
33,2017-01-02 08,66
33,2017-01-02 09,226
33,2017-01-02 10,178
33,2017-01-02 11,177
33,2017-01-02 12,177
33,2017-01-02 13,155
33,2017-01-02 14,133
33,2017-01-02 15,160
33,2017-01-02 16,120
33,2017-01-02 17,162
33,2017-01-02 18,233
33,2017-01-02 19,123
33,2017-01-02 20,98
33,2017-01-02 21,119
33,2017-01-02 22,134
33,2017-01-02 23,34
33,2017-01-03 00,10
33,2017-01-03 01,10
33,2017-01-03 02,11
33,2017-01-03 03,10
33,2017-01-03 04,9
33,2017-01-03 05,16
33,2017-01-03 06,22
33,2017-01-03 07,144
33,2017-01-03 08,231
33,2017-01-03 09,456
33,2017-01-03 10,320
33,2017-01-03 11,490
33,2017-01-03 12,384
33,2017-01-03 13,585
33,2017-01-03 14,355
33,2017-01-03 15,466
33,2017-01-03 16,337
33,2017-01-03 17,689
33,2017-01-03 18,252
33,2017-01-03 19,107
33,2017-01-03 20,96
33,2017-01-03 21,162
33,2017-01-03 22,190
33,2017-01-03 23,51
33,2017-01-04 00,13
33,2017-01-04 01,14
33,2017-01-04 02,13
33,2017-01-04 03,14
33,2017-01-04 04,13
33,2017-01-04 05,17
33,2017-01-04 06,20
33,2017-01-04 07,149
33,2017-01-04 08,254
33,2017-01-04 09,355
33,2017-01-04 10,534
33,2017-01-04 11,480
33,2017-01-04 12,331
33,2017-01-04 13,382
33,2017-01-04 14,312
33,2017-01-04 15,393
33,2017-01-04 16,217
33,2017-01-04 17,343
33,2017-01-04 18,366
33,2017-01-04 19,284
33,2017-01-04 20,241
33,2017-01-04 21,177
33,2017-01-04 22,240
33,2017-01-04 23,59
33,2017-01-05 00,14
33,2017-01-05 01,13
33,2017-01-05 02,13
33,2017-01-05 03,13
33,2017-01-05 04,11
33,2017-01-05 05,15
33,2017-01-05 06,21
33,2017-01-05 07,123
33,2017-01-05 08,332
33,2017-01-05 09,526
33,2017-01-05 10,405
33,2017-01-05 11,486
33,2017-01-05 12,331
33,2017-01-05 13,395
33,2017-01-05 14,336
33,2017-01-05 15,260
33,2017-01-05 16,267
33,2017-01-05 17,437
33,2017-01-05 18,250
33,2017-01-05 19,199
33,2017-01-05 20,180
33,2017-01-05 21,140
33,2017-01-05 22,156
33,2017-01-05 23,65
33,2017-01-06 00,14
33,2017-01-06 01,15
33,2017-01-06 02,13
33,2017-01-06 03,10
33,2017-01-06 04,13
33,2017-01-06 05,15
33,2017-01-06 06,24
33,2017-01-06 07,158
33,2017-01-06 08,286
33,2017-01-06 09,627
33,2017-01-06 10,944.5
33,2017-01-06 11,1014.0
33,2017-01-06 12,317
33,2017-01-06 13,259
33,2017-01-06 14,251
33,2017-01-06 15,257
33,2017-01-06 16,201
33,2017-01-06 17,323
33,2017-01-06 18,230
33,2017-01-06 19,187
33,2017-01-06 20,139
33,2017-01-06 21,182
33,2017-01-06 22,223
33,2017-01-06 23,59
33,2017-01-07 00,14
33,2017-01-07 01,11
33,2017-01-07 02,11
33,2017-01-07 03,10
33,2017-01-07 04,9
33,2017-01-07 05,13
33,2017-01-07 06,12
33,2017-01-07 07,36
33,2017-01-07 08,84
33,2017-01-07 09,150
33,2017-01-07 10,161
33,2017-01-07 11,195
33,2017-01-07 12,248
33,2017-01-07 13,189
33,2017-01-07 14,159
33,2017-01-07 15,111
33,2017-01-07 16,175
33,2017-01-07 17,250
33,2017-01-07 18,257
33,2017-01-07 19,176
33,2017-01-07 20,132
33,2017-01-07 21,169
33,2017-01-07 22,189
33,2017-01-07 23,50
33,2017-01-08 00,15
33,2017-01-08 01,11
33,2017-01-08 02,12
33,2017-01-08 03,13
33,2017-01-08 04,14
33,2017-01-08 05,11
33,2017-01-08 06,18
33,2017-01-08 07,57
33,2017-01-08 08,126
33,2017-01-08 09,140
33,2017-01-08 10,142
33,2017-01-08 11,230
33,2017-01-08 12,320
