loc_id,time_stamp,num_of_people
18,2017-01-01 00,133
18,2017-01-01 01,134
18,2017-01-01 02,90
18,2017-01-01 03,65
18,2017-01-01 04,88
18,2017-01-01 05,125
18,2017-01-01 06,133
18,2017-01-01 07,49.5
18,2017-01-01 08,102.5
18,2017-01-01 09,115.25
18,2017-01-01 10,97.25
18,2017-01-01 11,197.125
18,2017-01-01 12,214.75
18,2017-01-01 17,201.0
18,2017-01-01 18,203.0
18,2017-01-01 19,185.5
18,2017-01-01 20,116.5
18,2017-01-01 21,145.875
18,2017-01-01 22,166.5
18,2017-01-01 23,133
18,2017-01-02 00,120
18,2017-01-02 01,148
18,2017-01-02 02,54
18,2017-01-02 03,78
18,2017-01-02 04,103
18,2017-01-02 05,225
18,2017-01-02 06,148
18,2017-01-02 07,130
18,2017-01-02 08,205
18,2017-01-02 09,294
18,2017-01-02 10,341
18,2017-01-02 11,361
18,2017-01-02 12,423
18,2017-01-02 13,305
18,2017-01-02 14,218
18,2017-01-02 15,177
18,2017-01-02 16,237
18,2017-01-02 17,361
18,2017-01-02 18,324
18,2017-01-02 19,203
18,2017-01-02 20,215
18,2017-01-02 21,261
18,2017-01-02 22,391
18,2017-01-02 23,344
18,2017-01-03 00,404
18,2017-01-03 01,595
18,2017-01-03 02,508.375
18,2017-01-03 03,470.25
18,2017-01-03 04,492.0
18,2017-01-03 05,520.25
18,2017-01-03 06,490
18,2017-01-03 07,331
18,2017-01-03 08,345
18,2017-01-03 09,304
18,2017-01-03 10,443
18,2017-01-03 11,296
18,2017-01-03 12,512
18,2017-01-03 13,412
18,2017-01-03 14,235
18,2017-01-03 15,321
18,2017-01-03 16,235
18,2017-01-03 17,457
18,2017-01-03 18,525
18,2017-01-03 19,364
18,2017-01-03 20,302
18,2017-01-03 21,311
18,2017-01-03 22,499
18,2017-01-03 23,307
18,2017-01-04 00,317
18,2017-01-04 01,166
18,2017-01-04 02,161
18,2017-01-04 03,167
18,2017-01-04 04,193
18,2017-01-04 05,227
18,2017-01-04 06,294
18,2017-01-04 07,321
18,2017-01-04 08,418
18,2017-01-04 09,339
18,2017-01-04 10,274
18,2017-01-04 11,246
18,2017-01-04 12,544
18,2017-01-04 13,396
18,2017-01-04 14,341
18,2017-01-04 15,349
18,2017-01-04 16,355
18,2017-01-04 17,519
18,2017-01-04 18,504
18,2017-01-04 19,295
18,2017-01-04 20,171
18,2017-01-04 21,273
18,2017-01-04 22,393
18,2017-01-04 23,424
18,2017-01-05 00,319
18,2017-01-05 01,195
18,2017-01-05 02,140
18,2017-01-05 03,126
18,2017-01-05 04,108
18,2017-01-05 05,273
18,2017-01-05 06,399
18,2017-01-05 07,225
18,2017-01-05 08,342
18,2017-01-05 09,221
18,2017-01-05 10,215
18,2017-01-05 11,242
18,2017-01-05 12,440
18,2017-01-05 13,405
18,2017-01-05 14,283
18,2017-01-05 15,369
18,2017-01-05 16,387
18,2017-01-05 17,463
18,2017-01-05 18,340
18,2017-01-05 19,335
18,2017-01-05 20,293
18,2017-01-05 21,394
18,2017-01-05 22,430
18,2017-01-05 23,392
18,2017-01-06 00,457
18,2017-01-06 01,317
18,2017-01-06 02,320
18,2017-01-06 03,139
18,2017-01-06 04,129
18,2017-01-06 05,106
18,2017-01-06 06,161
18,2017-01-06 07,299
18,2017-01-06 08,300
18,2017-01-06 09,450
18,2017-01-06 10,233
18,2017-01-06 11,271
18,2017-01-06 12,365
18,2017-01-06 13,343
18,2017-01-06 14,279
18,2017-01-06 15,345
18,2017-01-06 16,254
18,2017-01-06 17,424
18,2017-01-06 18,370
18,2017-01-06 19,248
18,2017-01-06 20,246
18,2017-01-06 21,237
18,2017-01-06 22,282
18,2017-01-06 23,267
18,2017-01-07 00,320
18,2017-01-07 01,448
18,2017-01-07 02,469
18,2017-01-07 03,470.25
18,2017-01-07 04,492.0
18,2017-01-07 05,437
18,2017-01-07 06,257
18,2017-01-07 07,184
18,2017-01-07 08,236
18,2017-01-07 09,290
18,2017-01-07 10,241
18,2017-01-07 11,446
18,2017-01-07 12,506
18,2017-01-07 13,342
18,2017-01-07 14,210
18,2017-01-07 15,196
18,2017-01-07 16,306
18,2017-01-07 17,434
18,2017-01-07 18,494
18,2017-01-07 19,336
18,2017-01-07 20,294
18,2017-01-07 21,350
18,2017-01-07 22,446
18,2017-01-07 23,430
18,2017-01-08 00,265
18,2017-01-08 01,200
18,2017-01-08 02,175
18,2017-01-08 03,151
18,2017-01-08 04,151
18,2017-01-08 05,161
18,2017-01-08 06,192
18,2017-01-08 07,252
18,2017-01-08 08,301
18,2017-01-08 09,279
18,2017-01-08 10,298
18,2017-01-08 11,444
18,2017-01-08 12,428
18,2017-01-08 13,329
18,2017-01-08 14,294
18,2017-01-08 15,231
18,2017-01-08 16,396
18,2017-01-08 17,414
18,2017-01-08 18,357
18,2017-01-08 19,256
