loc_id,time_stamp,num_of_people
26,2017-01-01 00,51
26,2017-01-01 01,29
26,2017-01-01 02,8
26,2017-01-01 03,7
26,2017-01-01 04,9
26,2017-01-01 05,8
26,2017-01-01 06,39
26,2017-01-01 07,37
26,2017-01-01 08,32
26,2017-01-01 09,67
26,2017-01-01 10,60
26,2017-01-01 11,65
26,2017-01-01 12,45
26,2017-01-01 17,88
26,2017-01-01 18,108
26,2017-01-01 19,83
26,2017-01-01 20,91
26,2017-01-01 21,48
26,2017-01-01 22,54
26,2017-01-01 23,53
26,2017-01-02 00,18
26,2017-01-02 01,14
26,2017-01-02 02,8
26,2017-01-02 03,2
26,2017-01-02 04,8
26,2017-01-02 05,18
26,2017-01-02 06,18
26,2017-01-02 07,45
26,2017-01-02 08,92
26,2017-01-02 09,173
26,2017-01-02 10,178
26,2017-01-02 11,313
26,2017-01-02 12,366
26,2017-01-02 13,204
26,2017-01-02 14,215
26,2017-01-02 15,208
26,2017-01-02 16,177
26,2017-01-02 17,309
26,2017-01-02 18,288
26,2017-01-02 19,240
26,2017-01-02 20,201
26,2017-01-02 21,179
26,2017-01-02 22,224
26,2017-01-02 23,149
26,2017-01-03 00,36
26,2017-01-03 01,18
26,2017-01-03 02,11
26,2017-01-03 03,10
26,2017-01-03 04,9
26,2017-01-03 05,13
26,2017-01-03 06,29
26,2017-01-03 07,136
26,2017-01-03 08,249
26,2017-01-03 09,178
26,2017-01-03 10,139
26,2017-01-03 11,268
26,2017-01-03 12,360
26,2017-01-03 13,275
26,2017-01-03 14,219
26,2017-01-03 15,239
26,2017-01-03 16,199
26,2017-01-03 17,278
26,2017-01-03 18,293
26,2017-01-03 19,208
26,2017-01-03 20,229
26,2017-01-03 21,141
26,2017-01-03 22,240
26,2017-01-03 23,164
26,2017-01-04 00,29
26,2017-01-04 01,18
26,2017-01-04 02,11
26,2017-01-04 03,11
26,2017-01-04 04,12
26,2017-01-04 05,12
26,2017-01-04 06,25
26,2017-01-04 07,140
26,2017-01-04 08,264
26,2017-01-04 09,190
26,2017-01-04 10,176
26,2017-01-04 11,270
26,2017-01-04 12,417
26,2017-01-04 13,247
26,2017-01-04 14,216
26,2017-01-04 15,210
26,2017-01-04 16,173
26,2017-01-04 17,305
26,2017-01-04 18,295
26,2017-01-04 19,256
26,2017-01-04 20,212
26,2017-01-04 21,142
26,2017-01-04 22,225
26,2017-01-04 23,151
26,2017-01-05 00,37
26,2017-01-05 01,21
26,2017-01-05 02,22
26,2017-01-05 03,21
26,2017-01-05 04,22
26,2017-01-05 05,47.5
26,2017-01-05 06,33
26,2017-01-05 07,144
26,2017-01-05 08,278
26,2017-01-05 09,257
26,2017-01-05 10,189
26,2017-01-05 11,312
26,2017-01-05 12,434
26,2017-01-05 13,274
26,2017-01-05 14,283
26,2017-01-05 15,203
26,2017-01-05 16,171
26,2017-01-05 17,375
26,2017-01-05 18,283
26,2017-01-05 19,229
26,2017-01-05 20,211
26,2017-01-05 21,206
26,2017-01-05 22,226
26,2017-01-05 23,184
26,2017-01-06 00,38
26,2017-01-06 01,24
26,2017-01-06 02,19
26,2017-01-06 03,16
26,2017-01-06 04,18
26,2017-01-06 05,18
26,2017-01-06 06,44
26,2017-01-06 07,113
26,2017-01-06 08,276
26,2017-01-06 09,272
26,2017-01-06 10,145
26,2017-01-06 11,231
26,2017-01-06 12,363
26,2017-01-06 13,285
26,2017-01-06 14,289
26,2017-01-06 15,205
26,2017-01-06 16,192
26,2017-01-06 17,358
26,2017-01-06 18,280
26,2017-01-06 19,245
26,2017-01-06 20,201
26,2017-01-06 21,176
26,2017-01-06 22,232
26,2017-01-06 23,132
26,2017-01-07 00,27
26,2017-01-07 01,13
26,2017-01-07 02,8
26,2017-01-07 03,7
26,2017-01-07 04,14
26,2017-01-07 05,9
26,2017-01-07 06,27
26,2017-01-07 07,70
26,2017-01-07 08,161
26,2017-01-07 09,142
26,2017-01-07 10,190
26,2017-01-07 11,275
26,2017-01-07 12,351
26,2017-01-07 13,222
26,2017-01-07 14,208
26,2017-01-07 15,186
26,2017-01-07 16,205
26,2017-01-07 17,242
26,2017-01-07 18,258
26,2017-01-07 19,196
26,2017-01-07 20,174
26,2017-01-07 21,165
26,2017-01-07 22,212
26,2017-01-07 23,132
26,2017-01-08 00,33
26,2017-01-08 01,12
26,2017-01-08 02,11
26,2017-01-08 03,19
26,2017-01-08 04,7
26,2017-01-08 05,8
26,2017-01-08 06,21
26,2017-01-08 07,70
26,2017-01-08 08,130
26,2017-01-08 09,185
26,2017-01-08 10,205
26,2017-01-08 11,328
26,2017-01-08 12,331
26,2017-01-08 13,329
26,2017-01-08 14,226
26,2017-01-08 15,215
26,2017-01-08 16,272
26,2017-01-08 17,458
26,2017-01-08 18,271
26,2017-01-08 19,255
26,2017-01-08 20,163
