loc_id,time_stamp,num_of_people
8,2017-01-01 00,35
8,2017-01-01 01,23
8,2017-01-01 02,15
8,2017-01-01 03,16
8,2017-01-01 04,8
8,2017-01-01 05,16
8,2017-01-01 06,62
8,2017-01-01 07,85
8,2017-01-01 08,168
8,2017-01-01 09,559.875
8,2017-01-01 10,349.0
8,2017-01-01 11,592.625
8,2017-01-01 12,1018.5
8,2017-01-01 17,668.375
8,2017-01-01 18,692
8,2017-01-01 19,477
8,2017-01-01 20,357
8,2017-01-01 21,427.375
8,2017-01-01 22,410.5
8,2017-01-01 23,104
8,2017-01-02 00,33
8,2017-01-02 01,11
8,2017-01-02 02,10
8,2017-01-02 03,11
8,2017-01-02 04,15
8,2017-01-02 05,25
8,2017-01-02 06,130
8,2017-01-02 07,199
8,2017-01-02 08,756
8,2017-01-02 09,996
8,2017-01-02 10,830
8,2017-01-02 11,1575
8,2017-01-02 12,2191
8,2017-01-02 13,1482
8,2017-01-02 14,1058
8,2017-01-02 15,1100
8,2017-01-02 16,858
8,2017-01-02 17,1828
8,2017-01-02 18,2223
8,2017-01-02 19,1311
8,2017-01-02 20,945
8,2017-01-02 21,941
8,2017-01-02 22,934
8,2017-01-02 23,360
8,2017-01-03 00,50
8,2017-01-03 01,13
8,2017-01-03 02,12
8,2017-01-03 03,9
8,2017-01-03 04,16
8,2017-01-03 05,35
8,2017-01-03 06,154
8,2017-01-03 07,723
8,2017-01-03 08,1418
8,2017-01-03 09,1136
8,2017-01-03 10,866
8,2017-01-03 11,2290
8,2017-01-03 12,2638
8,2017-01-03 13,1273
8,2017-01-03 14,944
8,2017-01-03 15,704
8,2017-01-03 16,938
8,2017-01-03 17,2497
8,2017-01-03 18,2286
8,2017-01-03 19,1259
8,2017-01-03 20,1052
8,2017-01-03 21,911
8,2017-01-03 22,1185
8,2017-01-03 23,593
8,2017-01-04 00,34
8,2017-01-04 01,13
8,2017-01-04 02,14
8,2017-01-04 03,12
8,2017-01-04 04,26
8,2017-01-04 05,29
8,2017-01-04 06,134
8,2017-01-04 07,788
8,2017-01-04 08,1537
8,2017-01-04 09,1408
8,2017-01-04 10,903
8,2017-01-04 11,2508
8,2017-01-04 12,3135
8,2017-01-04 13,2020
8,2017-01-04 14,1382
8,2017-01-04 15,1007
8,2017-01-04 16,851
8,2017-01-04 17,2725
8,2017-01-04 18,2403
8,2017-01-04 19,1666
8,2017-01-04 20,1096
8,2017-01-04 21,1020
8,2017-01-04 22,1215
8,2017-01-04 23,522
8,2017-01-05 00,46
8,2017-01-05 01,25
8,2017-01-05 02,13
8,2017-01-05 03,11
8,2017-01-05 04,25
8,2017-01-05 05,43
8,2017-01-05 06,137
8,2017-01-05 07,650
8,2017-01-05 08,1248
8,2017-01-05 09,1079
8,2017-01-05 10,977
8,2017-01-05 11,2149
8,2017-01-05 12,2417
8,2017-01-05 13,1170
8,2017-01-05 14,826
8,2017-01-05 15,672
8,2017-01-05 16,668
8,2017-01-05 17,1975
8,2017-01-05 18,1984
8,2017-01-05 19,994
8,2017-01-05 20,634
8,2017-01-05 21,687
8,2017-01-05 22,1136
8,2017-01-05 23,376
8,2017-01-06 00,59
8,2017-01-06 01,34
8,2017-01-06 02,20
8,2017-01-06 03,18
8,2017-01-06 04,19
8,2017-01-06 05,51
8,2017-01-06 06,130
8,2017-01-06 07,663
8,2017-01-06 08,1104
8,2017-01-06 09,1043
8,2017-01-06 10,716
8,2017-01-06 11,1973
8,2017-01-06 12,2327
8,2017-01-06 13,1075
8,2017-01-06 14,862
8,2017-01-06 15,734
8,2017-01-06 16,650
8,2017-01-06 17,1971
8,2017-01-06 18,1868
8,2017-01-06 19,1157
8,2017-01-06 20,819
8,2017-01-06 21,653
8,2017-01-06 22,1103
8,2017-01-06 23,544
8,2017-01-07 00,55
8,2017-01-07 01,23
8,2017-01-07 02,19
8,2017-01-07 03,23
8,2017-01-07 04,18
8,2017-01-07 05,29
8,2017-01-07 06,170
8,2017-01-07 07,379
8,2017-01-07 08,887
8,2017-01-07 09,1073
8,2017-01-07 10,874
8,2017-01-07 11,1664
8,2017-01-07 12,2122
