loc_id,time_stamp,num_of_people
7,2017-01-01 02,8
7,2017-01-01 03,37
7,2017-01-01 04,25
7,2017-01-01 05,40
7,2017-01-01 06,32
7,2017-01-01 07,23
7,2017-01-01 08,30
7,2017-01-01 09,42
7,2017-01-01 10,41.75
7,2017-01-01 11,74.0
7,2017-01-01 12,67.5
7,2017-01-01 17,78.5
7,2017-01-01 18,103
7,2017-01-01 19,118
7,2017-01-01 20,59
7,2017-01-01 21,55
7,2017-01-01 22,56
7,2017-01-01 23,46
7,2017-01-02 00,29
7,2017-01-02 01,23
7,2017-01-02 02,33
7,2017-01-02 03,25
7,2017-01-02 04,38
7,2017-01-02 05,52
7,2017-01-02 06,50
7,2017-01-02 07,66
7,2017-01-02 08,65
7,2017-01-02 09,99
7,2017-01-02 10,75
7,2017-01-02 11,144
7,2017-01-02 12,198
7,2017-01-02 13,183
7,2017-01-02 14,109
7,2017-01-02 15,108
7,2017-01-02 16,111
7,2017-01-02 17,151
7,2017-01-02 18,219
7,2017-01-02 19,146
7,2017-01-02 20,130
7,2017-01-02 21,130
7,2017-01-02 22,112
7,2017-01-02 23,101
7,2017-01-03 00,61
7,2017-01-03 01,48
7,2017-01-03 02,52
7,2017-01-03 03,58
7,2017-01-03 04,41
7,2017-01-03 05,48
7,2017-01-03 06,56
7,2017-01-03 07,90
7,2017-01-03 08,142
7,2017-01-03 09,174
7,2017-01-03 10,152
7,2017-01-03 11,163
7,2017-01-03 12,242
7,2017-01-03 13,225
7,2017-01-03 14,206
7,2017-01-03 15,197
7,2017-01-03 16,135
7,2017-01-03 17,193
7,2017-01-03 18,255
7,2017-01-03 19,161
7,2017-01-03 20,186
7,2017-01-03 21,153
7,2017-01-03 22,144
7,2017-01-03 23,104
7,2017-01-04 00,72
7,2017-01-04 01,73
7,2017-01-04 02,67
7,2017-01-04 03,66
7,2017-01-04 04,88
7,2017-01-04 05,74
7,2017-01-04 06,60
7,2017-01-04 07,120
7,2017-01-04 08,189
7,2017-01-04 09,159
7,2017-01-04 10,120
7,2017-01-04 11,163
7,2017-01-04 12,233
7,2017-01-04 13,294
7,2017-01-04 14,180
7,2017-01-04 15,174
7,2017-01-04 16,149
7,2017-01-04 17,235
7,2017-01-04 18,264
7,2017-01-04 19,181
7,2017-01-04 20,139
7,2017-01-04 21,158
7,2017-01-04 22,130
7,2017-01-04 23,101
7,2017-01-05 00,72
7,2017-01-05 01,67
7,2017-01-05 02,55
7,2017-01-05 03,47
7,2017-01-05 04,67
7,2017-01-05 05,70
7,2017-01-05 06,63
7,2017-01-05 07,90
7,2017-01-05 08,143
7,2017-01-05 09,177
7,2017-01-05 10,134
7,2017-01-05 11,176
7,2017-01-05 12,244
7,2017-01-05 13,226
7,2017-01-05 14,142
7,2017-01-05 15,151
7,2017-01-05 16,117
7,2017-01-05 17,194
7,2017-01-05 18,208
7,2017-01-05 19,208
7,2017-01-05 20,147
7,2017-01-05 21,187
7,2017-01-05 22,154
7,2017-01-05 23,93
7,2017-01-06 00,88
7,2017-01-06 01,64
7,2017-01-06 02,92
7,2017-01-06 03,78
7,2017-01-06 04,47
7,2017-01-06 05,53
7,2017-01-06 06,54
7,2017-01-06 07,128
7,2017-01-06 08,159
7,2017-01-06 09,140
7,2017-01-06 10,161
7,2017-01-06 11,202
7,2017-01-06 12,303
7,2017-01-06 13,203
7,2017-01-06 14,138
7,2017-01-06 15,190
7,2017-01-06 16,132
7,2017-01-06 17,172
7,2017-01-06 18,205
7,2017-01-06 19,188
7,2017-01-06 20,156
7,2017-01-06 21,125
7,2017-01-06 22,136
7,2017-01-06 23,85
7,2017-01-07 00,80
7,2017-01-07 01,72
7,2017-01-07 02,64
7,2017-01-07 03,65
7,2017-01-07 04,47
7,2017-01-07 05,73
7,2017-01-07 06,88
7,2017-01-07 07,59
7,2017-01-07 08,110
7,2017-01-07 09,94
7,2017-01-07 10,99
7,2017-01-07 11,118
7,2017-01-07 12,208
7,2017-01-07 13,183
7,2017-01-07 14,144
7,2017-01-07 15,111
7,2017-01-07 16,118
7,2017-01-07 17,185
7,2017-01-07 18,210
7,2017-01-07 19,158
7,2017-01-07 20,157
7,2017-01-07 21,134
7,2017-01-07 22,138
7,2017-01-07 23,68
7,2017-01-08 00,61
7,2017-01-08 01,44
7,2017-01-08 02,46
7,2017-01-08 03,52
7,2017-01-08 04,53
7,2017-01-08 05,47
7,2017-01-08 06,53
7,2017-01-08 07,53
7,2017-01-08 08,61
7,2017-01-08 09,90
7,2017-01-08 10,96
7,2017-01-08 11,134
7,2017-01-08 12,179
7,2017-01-08 13,185
7,2017-01-08 14,133
7,2017-01-08 15,129
7,2017-01-08 16,141
7,2017-01-08 17,151
7,2017-01-08 18,201
7,2017-01-08 19,197
7,2017-01-08 20,117
7,2017-01-08 21,122
7,2017-01-08 22,104
7,2017-01-08 23,127
7,2017-01-09 00,77
7,2017-01-09 01,79
7,2017-01-09 02,112.0
7,2017-01-09 03,104.5
7,2017-01-09 04,77
7,2017-01-09 05,77
7,2017-01-09 06,59
7,2017-01-09 07,102
7,2017-01-09 08,172
7,2017-01-09 09,151
7,2017-01-09 10,127
7,2017-01-09 11,186
7,2017-01-09 12,207
7,2017-01-09 13,202
7,2017-01-09 14,167
7,2017-01-09 15,162
7,2017-01-09 16,110
7,2017-01-09 17,184
7,2017-01-09 18,220
7,2017-01-09 19,169
7,2017-01-09 20,225
7,2017-01-09 21,130
7,2017-01-09 22,149
7,2017-01-09 23,130
7,2017-01-10 00,74
7,2017-01-10 01,78
7,2017-01-10 02,69
7,2017-01-10 03,74
7,2017-01-10 04,47
7,2017-01-10 05,53
7,2017-01-10 06,57
7,2017-01-10 07,66
7,2017-01-10 08,128
7,2017-01-10 09,91
7,2017-01-10 10,117
7,2017-01-10 11,186
7,2017-01-10 12,193
7,2017-01-10 13,173
7,2017-01-10 14,131
7,2017-01-10 15,124
7,2017-01-10 16,116
7,2017-01-10 17,193
7,2017-01-10 18,207
7,2017-01-10 19,132
7,2017-01-10 20,135
7,2017-01-10 21,151
7,2017-01-10 22,161
7,2017-01-10 23,137
7,2017-01-11 00,115
7,2017-01-11 01,65
7,2017-01-11 02,50
7,2017-01-11 03,35
7,2017-01-11 04,56
7,2017-01-11 05,61
7,2017-01-11 06,59
7,2017-01-11 07,110
7,2017-01-11 08,148
7,2017-01-11 09,241
7,2017-01-11 10,240
7,2017-01-11 11,155
7,2017-01-11 12,226
7,2017-01-11 13,162
7,2017-01-11 14,153
7,2017-01-11 15,136
7,2017-01-11 16,141
7,2017-01-11 17,153
7,2017-01-11 18,240
7,2017-01-11 19,200
7,2017-01-11 20,154
7,2017-01-11 21,116
7,2017-01-11 22,116
7,2017-01-11 23,105
7,2017-01-12 00,80
7,2017-01-12 01,42
7,2017-01-12 02,41
7,2017-01-12 03,36
7,2017-01-12 04,40
7,2017-01-12 05,47
7,2017-01-12 06,43
7,2017-01-12 07,133
7,2017-01-12 08,143
7,2017-01-12 09,142
7,2017-01-12 10,97
7,2017-01-12 11,203
7,2017-01-12 12,229
7,2017-01-12 13,166
7,2017-01-12 14,149
7,2017-01-12 15,126
7,2017-01-12 16,115
7,2017-01-12 17,260
7,2017-01-12 18,253
7,2017-01-12 19,196
7,2017-01-12 20,145
7,2017-01-12 21,118
7,2017-01-12 22,126
7,2017-01-12 23,79
7,2017-01-13 00,77
7,2017-01-13 01,121
7,2017-01-13 02,112.0
7,2017-01-13 03,104.5
7,2017-01-13 04,93.875
7,2017-01-13 05,105.125
7,2017-01-13 06,118.0
7,2017-01-13 07,90
7,2017-01-13 08,150
7,2017-01-13 09,111
7,2017-01-13 10,93
7,2017-01-13 11,113
7,2017-01-13 12,178
7,2017-01-13 13,145
7,2017-01-13 14,149
7,2017-01-13 15,131
7,2017-01-13 16,122
7,2017-01-13 17,117
7,2017-01-13 18,197
7,2017-01-13 19,144
7,2017-01-13 20,109
7,2017-01-13 21,150
7,2017-01-13 22,117
7,2017-01-13 23,92
7,2017-01-14 00,74
7,2017-01-14 01,61
7,2017-01-14 02,61
7,2017-01-14 03,65
7,2017-01-14 04,83
7,2017-01-14 05,59
7,2017-01-14 06,57
7,2017-01-14 07,66
7,2017-01-14 08,80
7,2017-01-14 09,101
7,2017-01-14 10,95
7,2017-01-14 11,122
7,2017-01-14 12,185
7,2017-01-14 13,137
7,2017-01-14 14,137
7,2017-01-14 15,126
7,2017-01-14 16,111
7,2017-01-14 17,149
7,2017-01-14 18,204
7,2017-01-14 19,138
7,2017-01-14 20,95
7,2017-01-14 21,109
7,2017-01-14 22,88
7,2017-01-14 23,67
7,2017-01-15 00,53
7,2017-01-15 01,64
7,2017-01-15 02,58
7,2017-01-15 03,51
7,2017-01-15 04,40
7,2017-01-15 05,44
7,2017-01-15 06,40
7,2017-01-15 07,56
7,2017-01-15 08,81
7,2017-01-15 09,93
7,2017-01-15 10,110
7,2017-01-15 11,134
7,2017-01-15 12,193
7,2017-01-15 13,195
7,2017-01-15 14,114
7,2017-01-15 15,123
7,2017-01-15 16,123
7,2017-01-15 17,189
7,2017-01-15 18,161
7,2017-01-15 19,139
7,2017-01-15 20,106
7,2017-01-15 21,104
7,2017-01-15 22,93
7,2017-01-15 23,89
7,2017-01-16 00,67
7,2017-01-16 01,60
7,2017-01-16 02,76
7,2017-01-16 03,79
7,2017-01-16 04,59
7,2017-01-16 05,67
7,2017-01-16 06,59
7,2017-01-16 07,110
7,2017-01-16 08,149
7,2017-01-16 09,129
7,2017-01-16 10,111
7,2017-01-16 11,145
7,2017-01-16 12,220
7,2017-01-16 13,129
7,2017-01-16 14,137
7,2017-01-16 15,122
7,2017-01-16 16,112
7,2017-01-16 17,185
7,2017-01-16 18,212
7,2017-01-16 19,135
7,2017-01-16 20,123
7,2017-01-16 21,102
7,2017-01-16 22,91
7,2017-01-16 23,66
7,2017-01-17 00,45
7,2017-01-17 01,28
7,2017-01-17 02,34
7,2017-01-17 03,33
7,2017-01-17 04,25
7,2017-01-17 05,30
7,2017-01-17 06,39
7,2017-01-17 07,65
7,2017-01-17 08,150
7,2017-01-17 09,143
7,2017-01-17 10,93
7,2017-01-17 11,129
7,2017-01-17 12,202
7,2017-01-17 13,178
7,2017-01-17 14,326
7,2017-01-17 15,113
7,2017-01-17 16,119
7,2017-01-17 17,176
7,2017-01-17 18,189
