loc_id,time_stamp,num_of_people
15,2017-01-01 00,32
15,2017-01-01 01,20
15,2017-01-01 02,14
15,2017-01-01 03,17
15,2017-01-01 04,14
15,2017-01-01 05,13
15,2017-01-01 06,21
15,2017-01-01 07,48
15,2017-01-01 08,48
15,2017-01-01 09,80
15,2017-01-01 10,71.5
15,2017-01-01 11,96.0
15,2017-01-01 12,162.0
15,2017-01-01 17,153.0
15,2017-01-01 18,155
15,2017-01-01 19,122
15,2017-01-01 20,85
15,2017-01-01 21,127.375
15,2017-01-01 22,106
15,2017-01-01 23,50
15,2017-01-02 00,14
15,2017-01-02 01,9
15,2017-01-02 02,11
15,2017-01-02 03,10
15,2017-01-02 04,12
15,2017-01-02 05,17
15,2017-01-02 06,24
15,2017-01-02 07,38
15,2017-01-02 08,158
15,2017-01-02 09,219
15,2017-01-02 10,221
15,2017-01-02 11,316
15,2017-01-02 12,343
15,2017-01-02 13,293
15,2017-01-02 14,225
15,2017-01-02 15,147
15,2017-01-02 16,185
15,2017-01-02 17,330
15,2017-01-02 18,404
15,2017-01-02 19,271
15,2017-01-02 20,218
15,2017-01-02 21,258
15,2017-01-02 22,338
15,2017-01-02 23,73
15,2017-01-03 00,15
15,2017-01-03 01,6
15,2017-01-03 02,7
15,2017-01-03 03,8
15,2017-01-03 04,7
15,2017-01-03 05,11
15,2017-01-03 06,26
15,2017-01-03 07,126
15,2017-01-03 08,235
15,2017-01-03 09,292
15,2017-01-03 10,260
15,2017-01-03 11,332
15,2017-01-03 12,378
15,2017-01-03 13,346
15,2017-01-03 14,300
15,2017-01-03 15,347
15,2017-01-03 16,231
15,2017-01-03 17,389
15,2017-01-03 18,396
15,2017-01-03 19,319
15,2017-01-03 20,298
15,2017-01-03 21,325
15,2017-01-03 22,506
15,2017-01-03 23,104
15,2017-01-04 00,6
15,2017-01-04 01,7
15,2017-01-04 02,12
15,2017-01-04 03,2
15,2017-01-04 04,3
15,2017-01-04 05,8
15,2017-01-04 06,22
15,2017-01-04 07,139
15,2017-01-04 08,217
15,2017-01-04 09,302
15,2017-01-04 10,303
15,2017-01-04 11,301
15,2017-01-04 12,400
15,2017-01-04 13,308
15,2017-01-04 14,324
15,2017-01-04 15,345
15,2017-01-04 16,262
15,2017-01-04 17,419
15,2017-01-04 18,405
15,2017-01-04 19,395
15,2017-01-04 20,303
15,2017-01-04 21,415
15,2017-01-04 22,522
15,2017-01-04 23,164
15,2017-01-05 00,27
15,2017-01-05 01,24.5
15,2017-01-05 02,17.0
15,2017-01-05 03,11
15,2017-01-05 04,18.5
15,2017-01-05 05,27
15,2017-01-05 06,42
15,2017-01-05 07,144
15,2017-01-05 08,264
15,2017-01-05 09,348
15,2017-01-05 10,261
15,2017-01-05 11,380
15,2017-01-05 12,426
15,2017-01-05 13,440
15,2017-01-05 14,291
15,2017-01-05 15,513
15,2017-01-05 16,349
15,2017-01-05 17,536
15,2017-01-05 18,446
15,2017-01-05 19,338
15,2017-01-05 20,288
15,2017-01-05 21,439
15,2017-01-05 22,499
15,2017-01-05 23,147
15,2017-01-06 00,22
15,2017-01-06 01,7
15,2017-01-06 02,7
15,2017-01-06 03,5
15,2017-01-06 04,7
15,2017-01-06 05,6
15,2017-01-06 06,24
15,2017-01-06 07,197
15,2017-01-06 08,300
15,2017-01-06 09,497
15,2017-01-06 10,317
15,2017-01-06 11,363
15,2017-01-06 12,440
15,2017-01-06 13,327
15,2017-01-06 14,370
15,2017-01-06 15,361
15,2017-01-06 16,262
15,2017-01-06 17,484
15,2017-01-06 18,518
15,2017-01-06 19,348
15,2017-01-06 20,304
15,2017-01-06 21,363
15,2017-01-06 22,515
15,2017-01-06 23,131
15,2017-01-07 00,24
15,2017-01-07 01,16
15,2017-01-07 02,9
15,2017-01-07 03,11
15,2017-01-07 04,9
15,2017-01-07 05,12
15,2017-01-07 06,47
15,2017-01-07 07,98
15,2017-01-07 08,237
15,2017-01-07 09,337
15,2017-01-07 10,334
15,2017-01-07 11,441
15,2017-01-07 12,640
15,2017-01-07 13,611
15,2017-01-07 14,375
15,2017-01-07 15,586
15,2017-01-07 16,424
15,2017-01-07 17,749
15,2017-01-07 18,550
15,2017-01-07 19,418
15,2017-01-07 20,201
15,2017-01-07 21,341
15,2017-01-07 22,615
15,2017-01-07 23,144
15,2017-01-08 00,23
15,2017-01-08 01,10
15,2017-01-08 02,5
15,2017-01-08 03,5
15,2017-01-08 04,9
15,2017-01-08 05,7
15,2017-01-08 06,20
15,2017-01-08 07,98
15,2017-01-08 08,232
15,2017-01-08 09,388
15,2017-01-08 10,387
15,2017-01-08 11,522
15,2017-01-08 12,610
15,2017-01-08 13,446
15,2017-01-08 14,350
15,2017-01-08 15,257
15,2017-01-08 16,358
15,2017-01-08 17,766
15,2017-01-08 18,662
15,2017-01-08 19,346
15,2017-01-08 20,450
15,2017-01-08 21,393
15,2017-01-08 22,608
15,2017-01-08 23,143
15,2017-01-09 00,17
15,2017-01-09 01,17
15,2017-01-09 02,11
15,2017-01-09 03,9
15,2017-01-09 04,4
15,2017-01-09 05,8
15,2017-01-09 06,78
15,2017-01-09 07,238
15,2017-01-09 08,249
15,2017-01-09 09,371
15,2017-01-09 10,409
15,2017-01-09 11,354
15,2017-01-09 12,432
15,2017-01-09 13,330
15,2017-01-09 14,322
15,2017-01-09 15,314
15,2017-01-09 16,268
15,2017-01-09 17,393
15,2017-01-09 18,412
15,2017-01-09 19,316
15,2017-01-09 20,232
15,2017-01-09 21,364
15,2017-01-09 22,496
15,2017-01-09 23,180
15,2017-01-10 00,13
15,2017-01-10 01,9
15,2017-01-10 02,6
15,2017-01-10 03,5
15,2017-01-10 04,5
15,2017-01-10 05,12
15,2017-01-10 06,64
15,2017-01-10 07,170
15,2017-01-10 08,207
15,2017-01-10 09,341
15,2017-01-10 10,296
15,2017-01-10 11,342
15,2017-01-10 12,456
15,2017-01-10 13,275
15,2017-01-10 14,314
15,2017-01-10 15,394
15,2017-01-10 16,349
15,2017-01-10 17,552
15,2017-01-10 18,477
15,2017-01-10 19,425
15,2017-01-10 20,342
15,2017-01-10 21,429
15,2017-01-10 22,525
15,2017-01-10 23,146
15,2017-01-11 00,33
15,2017-01-11 01,14
15,2017-01-11 02,11
15,2017-01-11 03,9
15,2017-01-11 04,12
15,2017-01-11 05,17
15,2017-01-11 06,53
15,2017-01-11 07,187
15,2017-01-11 08,269
15,2017-01-11 09,347
15,2017-01-11 10,325
15,2017-01-11 11,313
15,2017-01-11 12,461
15,2017-01-11 13,344
15,2017-01-11 14,308
15,2017-01-11 15,277
15,2017-01-11 16,268
15,2017-01-11 17,445
15,2017-01-11 18,343
15,2017-01-11 19,341
15,2017-01-11 20,379
15,2017-01-11 21,294
15,2017-01-11 22,616
15,2017-01-11 23,122
15,2017-01-12 00,18
15,2017-01-12 01,12
15,2017-01-12 02,6
15,2017-01-12 03,9
15,2017-01-12 04,4
15,2017-01-12 05,8
15,2017-01-12 06,35
15,2017-01-12 07,207
15,2017-01-12 08,182
15,2017-01-12 09,279
15,2017-01-12 10,342
15,2017-01-12 11,305
15,2017-01-12 12,426
15,2017-01-12 13,296
15,2017-01-12 14,263
15,2017-01-12 15,342
15,2017-01-12 16,270
15,2017-01-12 17,428
15,2017-01-12 18,405
15,2017-01-12 19,299
15,2017-01-12 20,265
15,2017-01-12 21,346
15,2017-01-12 22,474
15,2017-01-12 23,124
15,2017-01-13 00,32
15,2017-01-13 01,10
15,2017-01-13 02,6
15,2017-01-13 03,5
15,2017-01-13 04,5
15,2017-01-13 05,12
15,2017-01-13 06,32
15,2017-01-13 07,163
15,2017-01-13 08,257
15,2017-01-13 09,304
15,2017-01-13 10,340
15,2017-01-13 11,380
15,2017-01-13 12,409
15,2017-01-13 13,352
15,2017-01-13 14,290
15,2017-01-13 15,363
15,2017-01-13 16,318
15,2017-01-13 17,514
15,2017-01-13 18,436
15,2017-01-13 19,337
15,2017-01-13 20,255
15,2017-01-13 21,364
15,2017-01-13 22,463
15,2017-01-13 23,118
15,2017-01-14 00,19
15,2017-01-14 01,12
15,2017-01-14 02,7
15,2017-01-14 03,10
15,2017-01-14 04,7
15,2017-01-14 05,7
15,2017-01-14 06,36
15,2017-01-14 07,102
15,2017-01-14 08,223
15,2017-01-14 09,237
15,2017-01-14 10,272
15,2017-01-14 11,417
15,2017-01-14 12,486
15,2017-01-14 13,343
15,2017-01-14 14,280
15,2017-01-14 15,294
15,2017-01-14 16,266
15,2017-01-14 17,529
15,2017-01-14 18,443
15,2017-01-14 19,274
15,2017-01-14 20,227
15,2017-01-14 21,365
15,2017-01-14 22,497
15,2017-01-14 23,104
15,2017-01-15 00,18
15,2017-01-15 01,12
15,2017-01-15 02,7
15,2017-01-15 03,7
15,2017-01-15 04,7
15,2017-01-15 05,7
15,2017-01-15 06,38
15,2017-01-15 07,63
15,2017-01-15 08,199
15,2017-01-15 09,228
15,2017-01-15 10,245
15,2017-01-15 11,349
15,2017-01-15 12,445
15,2017-01-15 13,363
15,2017-01-15 14,291
15,2017-01-15 15,377
15,2017-01-15 16,291
15,2017-01-15 17,672
15,2017-01-15 18,368
15,2017-01-15 19,310
15,2017-01-15 20,182
15,2017-01-15 21,268
15,2017-01-15 22,492
15,2017-01-15 23,112
15,2017-01-16 00,41.5
15,2017-01-16 01,18
15,2017-01-16 02,13
15,2017-01-16 03,11
15,2017-01-16 04,12
15,2017-01-16 05,12
15,2017-01-16 06,40
15,2017-01-16 07,185
15,2017-01-16 08,203
15,2017-01-16 09,284
15,2017-01-16 10,281
15,2017-01-16 11,294
15,2017-01-16 12,429
15,2017-01-16 13,202
15,2017-01-16 14,246
15,2017-01-16 15,350
15,2017-01-16 16,210
15,2017-01-16 17,411
15,2017-01-16 18,213
15,2017-01-16 19,158
15,2017-01-16 20,150
15,2017-01-16 21,210
15,2017-01-16 22,349
15,2017-01-16 23,84
15,2017-01-17 00,12
15,2017-01-17 01,8
15,2017-01-17 02,7
15,2017-01-17 03,9
15,2017-01-17 04,7
15,2017-01-17 05,18
15,2017-01-17 06,57
15,2017-01-17 07,158
15,2017-01-17 08,195
15,2017-01-17 09,221
15,2017-01-17 10,241
15,2017-01-17 11,266
15,2017-01-17 12,215
15,2017-01-17 13,184
15,2017-01-17 14,203
15,2017-01-17 15,251
15,2017-01-17 16,257
15,2017-01-17 17,269
15,2017-01-17 18,256
15,2017-01-17 19,218
15,2017-01-17 20,165
15,2017-01-17 21,308
15,2017-01-17 22,441
15,2017-01-17 23,75
15,2017-01-18 00,14
15,2017-01-18 01,13
15,2017-01-18 02,14
15,2017-01-18 03,8
15,2017-01-18 04,9
15,2017-01-18 05,12
15,2017-01-18 06,30
15,2017-01-18 07,154
15,2017-01-18 08,175
15,2017-01-18 09,211
15,2017-01-18 10,156
15,2017-01-18 11,222
15,2017-01-18 12,198
15,2017-01-18 13,140
15,2017-01-18 14,194
15,2017-01-18 15,200
15,2017-01-18 16,170
15,2017-01-18 17,199
15,2017-01-18 18,204
15,2017-01-18 19,142
15,2017-01-18 20,130
15,2017-01-18 21,186
15,2017-01-18 22,194
15,2017-01-18 23,57
15,2017-01-19 00,10
15,2017-01-19 01,9
15,2017-01-19 02,9
15,2017-01-19 03,7
15,2017-01-19 04,5
15,2017-01-19 05,10
15,2017-01-19 06,28
15,2017-01-19 07,125
15,2017-01-19 08,174
15,2017-01-19 09,266
15,2017-01-19 10,235
15,2017-01-19 11,187
15,2017-01-19 12,173
15,2017-01-19 13,97
15,2017-01-19 14,199
15,2017-01-19 15,209
15,2017-01-19 16,163
15,2017-01-19 17,314
15,2017-01-19 18,284
15,2017-01-19 19,260
15,2017-01-19 20,189
15,2017-01-19 21,251
15,2017-01-19 22,204
15,2017-01-19 23,53
15,2017-02-26 00,7
15,2017-02-26 01,8
15,2017-02-26 02,9
15,2017-02-26 03,6
15,2017-02-26 04,8
15,2017-02-26 05,10
15,2017-02-26 06,32
15,2017-02-26 07,121
15,2017-02-26 08,203
15,2017-02-26 09,243
15,2017-02-26 10,385
15,2017-02-26 11,405
15,2017-02-26 12,344
15,2017-02-26 13,278
15,2017-02-26 14,426
15,2017-02-26 15,291
15,2017-02-26 16,295
15,2017-02-26 17,358
15,2017-02-26 18,315
15,2017-02-26 19,254
15,2017-02-26 20,175
15,2017-02-26 21,270
15,2017-02-26 22,196
15,2017-02-26 23,31
15,2017-02-27 00,13
15,2017-02-27 01,10
15,2017-02-27 02,14
15,2017-02-27 03,14
15,2017-02-27 04,6
15,2017-02-27 05,8
15,2017-02-27 06,45
15,2017-02-27 07,227
15,2017-02-27 08,325
15,2017-02-27 09,646
15,2017-02-27 10,411
15,2017-02-27 11,385
15,2017-02-27 12,603
15,2017-02-27 13,404
15,2017-02-27 14,430
15,2017-02-27 15,429
15,2017-02-27 16,320
15,2017-02-27 17,428
15,2017-02-27 18,370
15,2017-02-27 19,328
15,2017-02-27 20,328
15,2017-02-27 21,343
15,2017-02-27 22,314
15,2017-02-27 23,65
15,2017-02-28 00,11
15,2017-02-28 01,6
15,2017-02-28 02,5
15,2017-02-28 03,4
15,2017-02-28 04,5
15,2017-02-28 05,7
15,2017-02-28 06,51
15,2017-02-28 07,265
15,2017-02-28 08,330
15,2017-02-28 09,30
15,2017-03-01 03,5
15,2017-03-01 04,7
15,2017-03-01 05,12
15,2017-03-01 06,36
15,2017-03-01 07,218
15,2017-03-01 08,305
15,2017-03-01 09,563
15,2017-03-01 10,587
15,2017-03-01 11,443
15,2017-03-01 12,479
15,2017-03-01 13,549
15,2017-03-01 14,441
15,2017-03-01 15,659
15,2017-03-01 16,432
15,2017-03-01 17,558
15,2017-03-01 18,437
15,2017-03-01 19,278
15,2017-03-01 20,288
15,2017-03-01 21,367
15,2017-03-01 22,324
15,2017-03-01 23,73
15,2017-03-02 00,13
15,2017-03-02 01,8
15,2017-03-02 02,11
15,2017-03-02 03,5
15,2017-03-02 04,6
15,2017-03-02 05,16
15,2017-03-02 06,64
15,2017-03-02 07,207
15,2017-03-02 08,288
15,2017-03-02 09,645
15,2017-03-02 10,402
15,2017-03-02 11,386
15,2017-03-02 12,465
15,2017-03-02 13,382
15,2017-03-02 14,445
15,2017-03-02 15,581
15,2017-03-02 16,417
15,2017-03-02 17,506
15,2017-03-02 18,379
15,2017-03-02 19,403
15,2017-03-02 20,295
15,2017-03-02 21,390
15,2017-03-02 22,317
15,2017-03-02 23,63
15,2017-03-03 00,14
15,2017-03-03 01,11
15,2017-03-03 02,10
15,2017-03-03 03,8
15,2017-03-03 04,18.5
15,2017-03-03 05,15
15,2017-03-03 06,49
15,2017-03-03 07,244
15,2017-03-03 08,315
15,2017-03-03 09,467
15,2017-03-03 10,382
15,2017-03-03 11,379
15,2017-03-03 12,508
15,2017-03-03 13,310
15,2017-03-03 14,208
15,2017-03-03 15,414
15,2017-03-03 16,364
15,2017-03-03 17,424
15,2017-03-03 18,390
15,2017-03-03 19,325
15,2017-03-03 20,279
15,2017-03-03 21,331
15,2017-03-03 22,284
15,2017-03-03 23,73
15,2017-03-04 00,26
15,2017-03-04 01,15
15,2017-03-04 02,11
15,2017-03-04 03,10
15,2017-03-04 04,10
15,2017-03-04 05,9
15,2017-03-04 06,44
15,2017-03-04 07,125
15,2017-03-04 08,294
15,2017-03-04 09,360
15,2017-03-04 10,260
15,2017-03-04 11,445
15,2017-03-04 12,447
15,2017-03-04 13,410
15,2017-03-04 14,348
15,2017-03-04 15,306
15,2017-03-04 16,258
15,2017-03-04 17,478
15,2017-03-04 18,411
15,2017-03-04 19,329
15,2017-03-04 20,233
15,2017-03-04 21,215
15,2017-03-04 22,236
15,2017-03-04 23,63
15,2017-03-05 00,14
15,2017-03-05 01,15
15,2017-03-05 02,9
15,2017-03-05 03,6
15,2017-03-05 04,6
15,2017-03-05 05,7
15,2017-03-05 06,30
15,2017-03-05 07,113
15,2017-03-05 08,221
15,2017-03-05 09,268
15,2017-03-05 10,310
15,2017-03-05 11,312
15,2017-03-05 12,425
15,2017-03-05 13,229
15,2017-03-05 14,248
15,2017-03-05 15,228
15,2017-03-05 16,256
15,2017-03-05 17,401
15,2017-03-05 18,416
15,2017-03-05 19,322
15,2017-03-05 20,347
15,2017-03-05 21,302
15,2017-03-05 22,301
15,2017-03-05 23,53
15,2017-03-06 00,5
15,2017-03-06 01,5
15,2017-03-06 02,4
15,2017-03-06 03,7
15,2017-03-06 04,5
15,2017-03-06 05,6
15,2017-03-06 06,38
15,2017-03-06 07,195
15,2017-03-06 08,278
15,2017-03-06 09,506
15,2017-03-06 10,224
15,2017-03-06 11,396
15,2017-03-06 12,535
15,2017-03-06 13,423
15,2017-03-06 14,278
15,2017-03-06 15,345
15,2017-03-06 16,272
15,2017-03-06 17,385
15,2017-03-06 18,349
15,2017-03-06 19,343
15,2017-03-06 20,306
15,2017-03-06 21,340
15,2017-03-06 22,286
15,2017-03-06 23,56
15,2017-03-07 00,10
15,2017-03-07 01,7
15,2017-03-07 02,9
15,2017-03-07 03,7
15,2017-03-07 04,6
15,2017-03-07 05,10
15,2017-03-07 06,38
15,2017-03-07 07,178
15,2017-03-07 08,285
15,2017-03-07 09,401
15,2017-03-07 10,384
15,2017-03-07 11,335
15,2017-03-07 12,499
15,2017-03-07 13,435
15,2017-03-07 14,272
15,2017-03-07 15,452
15,2017-03-07 16,280
15,2017-03-07 17,394
15,2017-03-07 18,378
15,2017-03-07 19,244
15,2017-03-07 20,251
15,2017-03-07 21,383
15,2017-03-07 22,347
15,2017-03-07 23,70
15,2017-03-08 00,11
15,2017-03-08 01,12
15,2017-03-08 02,9
15,2017-03-08 03,10
15,2017-03-08 04,10
15,2017-03-08 05,13
15,2017-03-08 06,55
15,2017-03-08 07,182
15,2017-03-08 08,298
15,2017-03-08 09,405
15,2017-03-08 10,311
15,2017-03-08 11,358
15,2017-03-08 12,378
15,2017-03-08 13,339
15,2017-03-08 14,391
15,2017-03-08 15,403
15,2017-03-08 16,210
15,2017-03-08 17,356
15,2017-03-08 18,367
15,2017-03-08 19,324
15,2017-03-08 20,259
15,2017-03-08 21,427
15,2017-03-08 22,328
15,2017-03-08 23,77
15,2017-03-09 00,12
15,2017-03-09 01,9
15,2017-03-09 02,10
15,2017-03-09 03,7
15,2017-03-09 04,10
15,2017-03-09 05,14
15,2017-03-09 06,45
15,2017-03-09 07,284
15,2017-03-09 08,339
15,2017-03-09 09,648
15,2017-03-09 10,363
15,2017-03-09 11,358
15,2017-03-09 12,392
15,2017-03-09 13,386
15,2017-03-09 14,301
15,2017-03-09 15,311
15,2017-03-09 16,286
15,2017-03-09 17,424
15,2017-03-09 18,370
15,2017-03-09 19,333
15,2017-03-09 20,330
15,2017-03-09 21,327
15,2017-03-09 22,321
15,2017-03-09 23,61
15,2017-03-10 00,9
15,2017-03-10 01,9
15,2017-03-10 02,7
15,2017-03-10 03,7
15,2017-03-10 04,7
15,2017-03-10 05,10
15,2017-03-10 06,44
15,2017-03-10 07,255
15,2017-03-10 08,306
15,2017-03-10 09,325
15,2017-03-10 10,389
15,2017-03-10 11,375
15,2017-03-10 12,361
15,2017-03-10 13,345
15,2017-03-10 14,350
15,2017-03-10 15,394
15,2017-03-10 16,371
15,2017-03-10 17,401
15,2017-03-10 18,355
15,2017-03-10 19,365
15,2017-03-10 20,300
15,2017-03-10 21,299
15,2017-03-10 22,248
15,2017-03-10 23,94
15,2017-03-11 00,26
15,2017-03-11 01,18
15,2017-03-11 02,17.0
15,2017-03-11 03,18.5
15,2017-03-11 04,18.5
15,2017-03-11 05,21
15,2017-03-11 06,41
15,2017-03-11 07,173
15,2017-03-11 08,255
15,2017-03-11 09,208
15,2017-03-11 10,305
15,2017-03-11 11,540
15,2017-03-11 12,418
15,2017-03-11 13,373
15,2017-03-11 14,339
15,2017-03-11 15,315
15,2017-03-11 16,351
15,2017-03-11 17,424
15,2017-03-11 18,364
15,2017-03-11 19,359
15,2017-03-11 20,217
15,2017-03-11 21,289
15,2017-03-11 22,188
15,2017-03-11 23,52
15,2017-03-12 00,12
15,2017-03-12 01,3
15,2017-03-12 02,7
15,2017-03-12 03,4
15,2017-03-12 04,4
15,2017-03-12 05,7
15,2017-03-12 06,40
15,2017-03-12 07,141
15,2017-03-12 08,218
15,2017-03-12 09,340
15,2017-03-12 10,372
15,2017-03-12 11,539
15,2017-03-12 12,559
15,2017-03-12 13,318
15,2017-03-12 14,267
15,2017-03-12 15,298
