loc_id,time_stamp,num_of_people
9,2017-01-01 03,16
9,2017-01-01 04,30
9,2017-01-01 05,50
9,2017-01-01 06,48
9,2017-01-01 07,26
9,2017-01-01 08,28
9,2017-01-01 09,46
9,2017-01-01 10,51
9,2017-01-01 11,60.0
9,2017-01-01 12,45.625
9,2017-01-01 17,62
9,2017-01-01 18,88
9,2017-01-01 19,121
9,2017-01-01 20,76
9,2017-01-01 21,68
9,2017-01-01 22,60
9,2017-01-01 23,61
9,2017-01-02 00,53
9,2017-01-02 01,28
9,2017-01-02 02,32
9,2017-01-02 03,30
9,2017-01-02 04,41
9,2017-01-02 05,41
9,2017-01-02 06,41
9,2017-01-02 07,39
9,2017-01-02 08,63
9,2017-01-02 09,80
9,2017-01-02 10,75
9,2017-01-02 11,141
9,2017-01-02 12,166
9,2017-01-02 13,183
9,2017-01-02 14,111
9,2017-01-02 15,109
9,2017-01-02 16,128
9,2017-01-02 17,149
9,2017-01-02 18,209
9,2017-01-02 19,124
9,2017-01-02 20,144
9,2017-01-02 21,140
9,2017-01-02 22,125
9,2017-01-02 23,113
9,2017-01-03 00,102
9,2017-01-03 01,47
9,2017-01-03 02,36
9,2017-01-03 03,49
9,2017-01-03 04,47
9,2017-01-03 05,45
9,2017-01-03 06,44
9,2017-01-03 07,76
9,2017-01-03 08,127
9,2017-01-03 09,156
9,2017-01-03 10,135
9,2017-01-03 11,144
9,2017-01-03 12,242
9,2017-01-03 13,202
9,2017-01-03 14,163
9,2017-01-03 15,173
9,2017-01-03 16,132
9,2017-01-03 17,185
9,2017-01-03 18,238
9,2017-01-03 19,176
9,2017-01-03 20,181
9,2017-01-03 21,164
9,2017-01-03 22,153
9,2017-01-03 23,116
9,2017-01-04 00,90
9,2017-01-04 01,83
9,2017-01-04 02,83
9,2017-01-04 03,88
9,2017-01-04 04,77
9,2017-01-04 05,55
9,2017-01-04 06,39
9,2017-01-04 07,48
9,2017-01-04 08,61
9,2017-01-04 09,80
9,2017-01-04 10,90
9,2017-01-04 11,60.0
9,2017-01-05 03,22
9,2017-01-05 04,54
9,2017-01-05 05,74
9,2017-01-05 06,75
9,2017-01-05 07,86
9,2017-01-05 08,139
9,2017-01-05 09,156
9,2017-01-05 10,128
9,2017-01-05 11,162
9,2017-01-05 12,225
9,2017-01-05 13,217
9,2017-01-05 14,139
9,2017-01-05 15,143
9,2017-01-05 16,124
9,2017-01-05 17,200
9,2017-01-05 18,181
9,2017-01-05 19,211
9,2017-01-05 20,167
9,2017-01-05 21,198
9,2017-01-05 22,142
9,2017-01-05 23,100
9,2017-01-06 00,85
9,2017-01-06 01,55
9,2017-01-06 02,61
9,2017-01-06 03,63
9,2017-01-06 04,86
9,2017-01-06 05,63
9,2017-01-06 06,69
9,2017-01-06 07,116
9,2017-01-06 08,129
9,2017-01-06 09,118
9,2017-01-06 10,132
9,2017-01-06 11,167
9,2017-01-06 12,249
9,2017-01-06 13,179
9,2017-01-06 14,152
9,2017-01-06 15,153
9,2017-01-06 16,117
9,2017-01-06 17,149
9,2017-01-06 18,188
9,2017-01-06 19,180
9,2017-01-06 20,150
9,2017-01-06 21,120
9,2017-01-06 22,130
9,2017-01-06 23,91
9,2017-01-07 00,94
9,2017-01-07 01,82
9,2017-01-07 02,61
9,2017-01-07 03,50
9,2017-01-07 04,54
9,2017-01-07 05,56
9,2017-01-07 06,77
9,2017-01-07 07,52
9,2017-01-07 08,89
9,2017-01-07 09,92
9,2017-01-07 10,99
9,2017-01-07 11,112
9,2017-01-07 12,198
9,2017-01-07 13,190
9,2017-01-07 14,159
9,2017-01-07 15,104
9,2017-01-07 16,109
9,2017-01-07 17,155
9,2017-01-07 18,209
9,2017-01-07 19,164
9,2017-01-07 20,150
9,2017-01-07 21,134
9,2017-01-07 22,130
9,2017-01-07 23,74
9,2017-01-08 00,81
9,2017-01-08 01,73
9,2017-01-08 02,58
9,2017-01-08 03,50
9,2017-01-08 04,51
9,2017-01-08 05,36
9,2017-01-08 06,43
9,2017-01-08 07,37
9,2017-01-08 08,56
9,2017-01-08 09,78
9,2017-01-08 10,79
9,2017-01-08 11,125
9,2017-01-08 12,152
9,2017-01-08 13,144
9,2017-01-08 14,130
9,2017-01-08 15,116
9,2017-01-08 16,126
9,2017-01-08 17,129
9,2017-01-08 18,199
9,2017-01-08 19,184
9,2017-01-08 20,114
9,2017-01-08 21,116
9,2017-01-08 22,101
9,2017-01-08 23,129
9,2017-01-09 00,77
9,2017-01-09 01,54
9,2017-01-09 02,49
9,2017-01-09 03,36
9,2017-01-09 04,57
9,2017-01-09 05,51
9,2017-01-09 06,37
9,2017-01-09 07,79
9,2017-01-09 08,159
9,2017-01-09 09,143
9,2017-01-09 10,108
9,2017-01-09 11,158
