loc_id,time_stamp,num_of_people
29,2017-01-01 00,40
29,2017-01-01 01,14
29,2017-01-01 02,9
29,2017-01-01 03,10
29,2017-01-01 04,13
29,2017-01-01 05,21
29,2017-01-01 06,40
29,2017-01-01 07,59
29,2017-01-01 08,90
29,2017-01-01 09,187.375
29,2017-01-01 10,90.875
29,2017-01-01 11,225
29,2017-01-01 12,136
29,2017-01-01 17,269.0
29,2017-01-01 18,610.5
29,2017-01-01 19,281
29,2017-01-01 20,176
29,2017-01-01 21,74
29,2017-01-01 22,81.5
29,2017-01-01 23,69
29,2017-01-02 00,20
29,2017-01-02 01,13
29,2017-01-02 02,6
29,2017-01-02 03,5
29,2017-01-02 04,12
29,2017-01-02 05,16
29,2017-01-02 06,29
29,2017-01-02 07,136
29,2017-01-02 08,348
29,2017-01-02 09,283
29,2017-01-02 10,334
29,2017-01-02 11,1151
29,2017-01-02 12,1534
29,2017-01-02 13,820
29,2017-01-02 14,553
29,2017-01-02 15,463
29,2017-01-02 16,337
29,2017-01-02 17,910
29,2017-01-02 18,1334
29,2017-01-02 19,752
29,2017-01-02 20,439
29,2017-01-02 21,184
29,2017-01-02 22,265
29,2017-01-02 23,128
29,2017-01-03 00,17
29,2017-01-03 01,6
29,2017-01-03 02,7
29,2017-01-03 03,4
29,2017-01-03 04,16
29,2017-01-03 05,17
29,2017-01-03 06,62
29,2017-01-03 07,375
29,2017-01-03 08,741
29,2017-01-03 09,542
29,2017-01-03 10,353
29,2017-01-03 11,1842
29,2017-01-03 12,2986
29,2017-01-03 13,978
29,2017-01-03 14,450
29,2017-01-03 15,597
29,2017-01-03 16,476
29,2017-01-03 17,1827
29,2017-01-03 18,1396
29,2017-01-03 19,842
29,2017-01-03 20,445
29,2017-01-03 21,282
29,2017-01-03 22,310
29,2017-01-03 23,162
29,2017-01-04 00,16
29,2017-01-04 01,8
29,2017-01-04 02,7
29,2017-01-04 03,5
29,2017-01-04 04,19
29,2017-01-04 05,14
29,2017-01-04 06,60
29,2017-01-04 07,437
29,2017-01-04 08,895
29,2017-01-04 09,647
29,2017-01-04 10,445
29,2017-01-04 11,1963
29,2017-01-04 12,2707
29,2017-01-04 13,809
29,2017-01-04 14,328
29,2017-01-04 15,445
29,2017-01-04 16,404
29,2017-01-04 17,1659
29,2017-01-04 18,1384
29,2017-01-04 19,657
29,2017-01-04 20,297
29,2017-01-04 21,227
29,2017-01-04 22,233
29,2017-01-04 23,105
29,2017-01-05 00,19
29,2017-01-05 01,8
29,2017-01-05 02,6
29,2017-01-05 03,4
29,2017-01-05 04,17
29,2017-01-05 05,21
29,2017-01-05 06,51
29,2017-01-05 07,374
29,2017-01-05 08,877
29,2017-01-05 09,532
29,2017-01-05 10,391
29,2017-01-05 11,1681
29,2017-01-05 12,2317
29,2017-01-05 13,827
29,2017-01-05 14,372
29,2017-01-05 15,324
29,2017-01-05 16,399
29,2017-01-05 17,2081
29,2017-01-05 18,1348
29,2017-01-05 19,886
29,2017-01-05 20,487
29,2017-01-05 21,409
29,2017-01-05 22,376
29,2017-01-05 23,155
29,2017-01-06 00,25
29,2017-01-06 01,23
29,2017-01-06 02,34
