loc_id,time_stamp,num_of_people
6,2017-01-01 00,87
6,2017-01-01 01,57
6,2017-01-01 02,41
6,2017-01-01 03,40
6,2017-01-01 04,33
6,2017-01-01 05,35
6,2017-01-01 06,59
6,2017-01-01 07,38
6,2017-01-01 08,39
6,2017-01-01 09,84.875
6,2017-01-01 10,96.25
6,2017-01-01 11,183.875
6,2017-01-01 12,369.5
6,2017-01-01 17,229.75
6,2017-01-01 18,283.0
6,2017-01-01 19,165.5
6,2017-01-01 20,106
6,2017-01-01 21,87.75
6,2017-01-01 22,188.0
6,2017-01-01 23,88.25
6,2017-01-02 00,30
6,2017-01-02 01,46
6,2017-01-02 02,28
6,2017-01-02 03,27
6,2017-01-02 04,38
6,2017-01-02 05,46
6,2017-01-02 06,78
6,2017-01-02 07,61
6,2017-01-02 08,92
6,2017-01-02 09,135
6,2017-01-02 10,159
6,2017-01-02 11,512
6,2017-01-02 12,656
6,2017-01-02 13,472
6,2017-01-02 14,371
6,2017-01-02 15,217
6,2017-01-02 16,231
6,2017-01-02 17,452
6,2017-01-02 18,594
6,2017-01-02 19,421
6,2017-01-02 20,298
6,2017-01-02 21,340
6,2017-01-02 22,443
6,2017-01-02 23,265
6,2017-01-03 00,90
6,2017-01-03 01,42
6,2017-01-03 02,30
6,2017-01-03 03,33
6,2017-01-03 04,25
6,2017-01-03 05,37
6,2017-01-03 06,50
6,2017-01-03 07,111
6,2017-01-03 08,328
6,2017-01-03 09,333
6,2017-01-03 10,301
6,2017-01-03 11,530
6,2017-01-03 12,740
6,2017-01-03 13,450
6,2017-01-03 14,358
6,2017-01-03 15,403
6,2017-01-03 16,249
6,2017-01-03 17,669
6,2017-01-03 18,699
6,2017-01-03 19,427
6,2017-01-03 20,324
6,2017-01-03 21,344
6,2017-01-03 22,518
6,2017-01-03 23,321
6,2017-01-04 00,76
6,2017-01-04 01,62
6,2017-01-04 02,41
6,2017-01-04 03,25
6,2017-01-04 04,62
6,2017-01-04 05,81
6,2017-01-04 06,101
6,2017-01-04 07,253
6,2017-01-04 08,360
6,2017-01-04 09,496
6,2017-01-04 10,359
6,2017-01-04 11,522
6,2017-01-04 12,743
6,2017-01-04 13,512
6,2017-01-04 14,401
6,2017-01-04 15,387
6,2017-01-04 16,291
6,2017-01-04 17,673
6,2017-01-04 18,759
6,2017-01-04 19,477
6,2017-01-04 20,383
6,2017-01-04 21,309
6,2017-01-04 22,576
6,2017-01-04 23,288
6,2017-01-05 00,81
6,2017-01-05 01,65
6,2017-01-05 02,56
6,2017-01-05 03,87
6,2017-01-05 04,84
6,2017-01-05 05,85
6,2017-01-05 06,94
6,2017-01-05 07,191
6,2017-01-05 08,406
6,2017-01-05 09,436
6,2017-01-05 10,341
6,2017-01-05 11,450
6,2017-01-05 12,778
6,2017-01-05 13,647
6,2017-01-05 14,344
6,2017-01-05 15,312
6,2017-01-05 16,235
6,2017-01-05 17,667
6,2017-01-05 18,721
6,2017-01-05 19,540
6,2017-01-05 20,295
6,2017-01-05 21,319
6,2017-01-05 22,509
6,2017-01-05 23,268
6,2017-01-06 00,99
6,2017-01-06 01,53
6,2017-01-06 02,47
6,2017-01-06 03,38
6,2017-01-06 04,34
6,2017-01-06 05,33
6,2017-01-06 06,46
6,2017-01-06 07,143
6,2017-01-06 08,298
6,2017-01-06 09,366
6,2017-01-06 10,293
6,2017-01-06 11,674
6,2017-01-06 12,825
6,2017-01-06 13,511
6,2017-01-06 14,428
6,2017-01-06 15,326
6,2017-01-06 16,234
6,2017-01-06 17,650
6,2017-01-06 18,588
6,2017-01-06 19,398
6,2017-01-06 20,260
6,2017-01-06 21,268
6,2017-01-06 22,552
6,2017-01-06 23,246
6,2017-01-07 00,107
6,2017-01-07 01,74
6,2017-01-07 02,54
