loc_id,time_stamp,num_of_people
20,2017-01-01 00,25
20,2017-01-01 01,24
20,2017-01-01 02,11
20,2017-01-01 03,8
20,2017-01-01 04,8
20,2017-01-01 05,12
20,2017-01-01 06,17
20,2017-01-01 07,20
20,2017-01-01 08,28
20,2017-01-01 09,89
20,2017-01-01 10,61
20,2017-01-01 11,82
20,2017-01-01 12,47.75
20,2017-01-01 17,125
20,2017-01-01 18,167
20,2017-01-01 19,125
20,2017-01-01 20,96
20,2017-01-01 21,79.25
20,2017-01-01 22,103
20,2017-01-01 23,76
20,2017-01-02 00,16
20,2017-01-02 01,8
20,2017-01-02 02,9
20,2017-01-02 03,9
20,2017-01-02 04,9
20,2017-01-02 05,8
20,2017-01-02 06,16
20,2017-01-02 07,32
20,2017-01-02 08,103
20,2017-01-02 09,157
20,2017-01-02 10,218
20,2017-01-02 11,295
20,2017-01-02 12,409
20,2017-01-02 13,278
20,2017-01-02 14,280
20,2017-01-02 15,219
20,2017-01-02 16,231
20,2017-01-02 17,446
20,2017-01-02 18,539
20,2017-01-02 19,322
20,2017-01-02 20,252
20,2017-01-02 21,215
20,2017-01-02 22,366
20,2017-01-02 23,197
20,2017-01-03 00,26
20,2017-01-03 01,15
20,2017-01-03 02,10
20,2017-01-03 03,11
20,2017-01-03 04,10
20,2017-01-03 05,13
20,2017-01-03 06,16
20,2017-01-03 07,117
20,2017-01-03 08,529
20,2017-01-03 09,661
20,2017-01-03 10,486
20,2017-01-03 11,1047
20,2017-01-03 12,822
20,2017-01-03 13,641
20,2017-01-03 14,844
20,2017-01-03 15,759
20,2017-01-03 16,611
20,2017-01-03 17,1124
20,2017-01-03 18,856
20,2017-01-03 19,492
20,2017-01-03 20,372
20,2017-01-03 21,394
20,2017-01-03 22,650
20,2017-01-03 23,231
20,2017-01-04 00,33
20,2017-01-04 01,19
20,2017-01-04 02,14
20,2017-01-04 03,13
20,2017-01-04 04,12
20,2017-01-04 05,14
20,2017-01-04 06,24
20,2017-01-04 07,174
20,2017-01-04 08,574
20,2017-01-04 09,809
20,2017-01-04 10,488
20,2017-01-04 11,1191
20,2017-01-04 12,829
20,2017-01-04 13,837
20,2017-01-04 14,1060
20,2017-01-04 15,1146
20,2017-01-04 16,776
20,2017-01-04 17,1054
20,2017-01-04 18,865
20,2017-01-04 19,457
20,2017-01-04 20,353
20,2017-01-04 21,352
20,2017-01-04 22,574
20,2017-01-04 23,269
20,2017-01-05 00,25
20,2017-01-05 01,19
20,2017-01-05 02,19
20,2017-01-05 03,13
20,2017-01-05 04,18
20,2017-01-05 05,22
20,2017-01-05 06,28
20,2017-01-05 07,105
20,2017-01-05 08,583
20,2017-01-05 09,928
20,2017-01-05 10,611
20,2017-01-05 11,1051
20,2017-01-05 12,878
20,2017-01-05 13,740
20,2017-01-05 14,929
20,2017-01-05 15,655
20,2017-01-05 16,495
20,2017-01-05 17,969
20,2017-01-05 18,909
20,2017-01-05 19,574
20,2017-01-05 20,357
20,2017-01-05 21,371
20,2017-01-05 22,465
20,2017-01-05 23,236
20,2017-01-06 00,15
20,2017-01-06 01,13
20,2017-01-06 02,8
20,2017-01-06 03,8
20,2017-01-06 04,9
20,2017-01-06 05,11
20,2017-01-06 06,16
20,2017-01-06 07,105
20,2017-01-06 08,562
20,2017-01-06 09,864
20,2017-01-06 10,531
20,2017-01-06 11,1111
20,2017-01-06 12,898
20,2017-01-06 13,663
20,2017-01-06 14,795
20,2017-01-06 15,658
20,2017-01-06 16,774
20,2017-01-06 17,971
20,2017-01-06 18,749
20,2017-01-06 19,363
20,2017-01-06 20,384
20,2017-01-06 21,312
20,2017-01-06 22,402
20,2017-01-06 23,261
20,2017-01-07 00,36
20,2017-01-07 01,15
20,2017-01-07 02,13
20,2017-01-07 03,12
20,2017-01-07 04,11
20,2017-01-07 05,10
20,2017-01-07 06,19
20,2017-01-07 07,35
20,2017-01-07 08,147
20,2017-01-07 09,317
20,2017-01-07 10,299
20,2017-01-07 11,389
20,2017-01-07 12,500
20,2017-01-07 13,327
20,2017-01-07 14,308
20,2017-01-07 15,316
20,2017-01-07 16,342
20,2017-01-07 17,598
20,2017-01-07 18,562
20,2017-01-07 19,354
20,2017-01-07 20,293
20,2017-01-07 21,312
20,2017-01-07 22,399
20,2017-01-07 23,232
20,2017-01-08 00,29
20,2017-01-08 01,17
20,2017-01-08 02,15
20,2017-01-08 03,14
20,2017-01-08 04,13
20,2017-01-08 05,16
20,2017-01-08 06,17
20,2017-01-08 07,55
20,2017-01-08 08,173
20,2017-01-08 09,246
20,2017-01-08 10,275
20,2017-01-08 11,381
20,2017-01-08 12,465
20,2017-01-08 13,329
20,2017-01-08 14,277
20,2017-01-08 15,268
20,2017-01-08 16,244
20,2017-01-08 17,523
20,2017-01-08 18,532
20,2017-01-08 19,301
20,2017-01-08 20,302
20,2017-01-08 21,308
20,2017-01-08 22,433
20,2017-01-08 23,236
20,2017-01-09 00,34
20,2017-01-09 01,14
20,2017-01-09 02,9
20,2017-01-09 03,9
20,2017-01-09 04,8
20,2017-01-09 05,14
20,2017-01-09 06,28
20,2017-01-09 07,104
20,2017-01-09 08,480
20,2017-01-09 09,724
20,2017-01-09 10,553
20,2017-01-09 11,1017
20,2017-01-09 12,799
20,2017-01-09 13,703
20,2017-01-09 14,699
20,2017-01-09 15,662
20,2017-01-09 16,633
20,2017-01-09 17,1013
20,2017-01-09 18,766
20,2017-01-09 19,467
20,2017-01-09 20,416
20,2017-01-09 21,306
20,2017-01-09 22,492
20,2017-01-09 23,264
20,2017-01-10 00,37
20,2017-01-10 01,16
20,2017-01-10 02,12
20,2017-01-10 03,8
20,2017-01-10 04,11
20,2017-01-10 05,14
20,2017-01-10 06,36
20,2017-01-10 07,99
20,2017-01-10 08,468
20,2017-01-10 09,767
20,2017-01-10 10,739
20,2017-01-10 11,1166
20,2017-01-10 12,733
20,2017-01-10 13,632
20,2017-01-10 14,660
20,2017-01-10 15,521
20,2017-01-10 16,540
20,2017-01-10 17,969
20,2017-01-10 18,844
20,2017-01-10 19,457
20,2017-01-10 20,392
20,2017-01-10 21,408
20,2017-01-10 22,503
20,2017-01-10 23,225
20,2017-01-11 00,40
20,2017-01-11 01,22
20,2017-01-11 02,17
20,2017-01-11 03,19
20,2017-01-11 04,16
20,2017-01-11 05,25
20,2017-01-11 06,27
20,2017-01-11 07,134
20,2017-01-11 08,418
20,2017-01-11 09,654
20,2017-01-11 10,491
20,2017-01-11 11,1027
20,2017-01-11 12,786
20,2017-01-11 13,605
20,2017-01-11 14,847
20,2017-01-11 15,570
20,2017-01-11 16,652
20,2017-01-11 17,991
20,2017-01-11 18,680
20,2017-01-11 19,485
20,2017-01-11 20,387
20,2017-01-11 21,379
20,2017-01-11 22,522
20,2017-01-11 23,241
20,2017-01-12 00,25
20,2017-01-12 01,11
20,2017-01-12 02,9
20,2017-01-12 03,12
20,2017-01-12 04,11
20,2017-01-12 05,12
20,2017-01-12 06,33
20,2017-01-12 07,103
20,2017-01-12 08,490
20,2017-01-12 09,668
20,2017-01-12 10,493
20,2017-01-12 11,980
20,2017-01-12 12,781
20,2017-01-12 13,649
20,2017-01-12 14,773
20,2017-01-12 15,593
20,2017-01-12 16,639
20,2017-01-12 17,1004
20,2017-01-12 18,820
20,2017-01-12 19,451
20,2017-01-12 20,368
20,2017-01-12 21,407
20,2017-01-12 22,484
20,2017-01-12 23,198
20,2017-01-13 00,26
20,2017-01-13 01,11
20,2017-01-13 02,15
20,2017-01-13 03,9
20,2017-01-13 04,11
20,2017-01-13 05,22
20,2017-01-13 06,24
20,2017-01-13 07,118
20,2017-01-13 08,520
20,2017-01-13 09,804
20,2017-01-13 10,795
20,2017-01-13 11,1120
20,2017-01-13 12,792
20,2017-01-13 13,606
20,2017-01-13 14,755
20,2017-01-13 15,546
20,2017-01-13 16,478
20,2017-01-13 17,985
20,2017-01-13 18,781
20,2017-01-13 19,422
20,2017-01-13 20,328
20,2017-01-13 21,299
20,2017-01-13 22,378
20,2017-01-13 23,155
20,2017-01-14 00,41
20,2017-01-14 01,12
20,2017-01-14 02,10
20,2017-01-14 03,14
20,2017-01-14 04,12
20,2017-01-14 05,16
20,2017-01-14 06,31
20,2017-01-14 07,58
20,2017-01-14 08,120
20,2017-01-14 09,239
20,2017-01-14 10,306
20,2017-01-14 11,444
20,2017-01-14 12,377
20,2017-01-14 13,316
20,2017-01-14 14,334
20,2017-01-14 15,260
20,2017-01-14 16,292
20,2017-01-14 17,423
20,2017-01-14 18,421
20,2017-01-14 19,279
20,2017-01-14 20,223
20,2017-01-14 21,219
20,2017-01-14 22,312
20,2017-01-14 23,140
20,2017-01-15 00,26
20,2017-01-15 01,10
20,2017-01-15 02,9
20,2017-01-15 03,10
20,2017-01-15 04,6
20,2017-01-15 05,7
20,2017-01-15 06,18
20,2017-01-15 07,51
20,2017-01-15 08,99
20,2017-01-15 09,240
20,2017-01-15 10,230
20,2017-01-15 11,263
20,2017-01-15 12,424
20,2017-01-15 13,288
20,2017-01-15 14,292
20,2017-01-15 15,344
20,2017-01-15 16,298
20,2017-01-15 17,466
20,2017-01-15 18,621
20,2017-01-15 19,350
20,2017-01-15 20,233
20,2017-01-15 21,226
20,2017-01-15 22,302
20,2017-01-15 23,175
20,2017-01-16 00,21
20,2017-01-16 01,13
20,2017-01-16 02,9
20,2017-01-16 03,9
20,2017-01-16 04,8
20,2017-01-16 05,14
20,2017-01-16 06,24
20,2017-01-16 07,100
20,2017-01-16 08,492
20,2017-01-16 09,821
20,2017-01-16 10,488
20,2017-01-16 11,1046
20,2017-01-16 12,709
20,2017-01-16 13,432
20,2017-01-16 14,670
20,2017-01-16 15,486
20,2017-01-16 16,464
20,2017-01-16 17,905
20,2017-01-16 18,712
20,2017-01-16 19,526
20,2017-01-16 20,294
20,2017-01-16 21,319
20,2017-01-16 22,499
20,2017-01-16 23,170
20,2017-01-17 00,40
20,2017-01-17 01,47.0
20,2017-01-17 02,13
20,2017-01-17 03,10
20,2017-01-17 04,10
20,2017-01-17 05,14
20,2017-01-17 06,22
20,2017-01-17 07,111
20,2017-01-17 08,464
20,2017-01-17 09,675
20,2017-01-17 10,472
20,2017-01-17 11,908
20,2017-01-17 12,716
20,2017-01-17 13,585
20,2017-01-17 14,654
20,2017-01-17 15,527
20,2017-01-17 16,542
20,2017-01-17 17,878
20,2017-01-17 18,807
20,2017-01-17 19,410
20,2017-01-17 20,395
20,2017-01-17 21,323
20,2017-01-17 22,471
20,2017-01-17 23,231
20,2017-01-18 00,34
20,2017-01-18 01,11
20,2017-01-18 02,9
20,2017-01-18 03,12
20,2017-01-18 04,11
20,2017-01-18 05,12
20,2017-01-18 06,21
20,2017-01-18 07,84
20,2017-01-18 08,458
20,2017-01-18 09,601
20,2017-01-18 10,455
20,2017-01-18 11,822
20,2017-01-18 12,626
20,2017-01-18 13,428
20,2017-01-18 14,631
20,2017-01-18 15,495
20,2017-01-18 16,365
20,2017-01-18 17,858
20,2017-01-18 18,604
20,2017-01-18 19,378
20,2017-01-18 20,308
20,2017-01-18 21,291
20,2017-01-18 22,333
20,2017-01-18 23,128
20,2017-01-19 00,39
20,2017-01-19 01,9
20,2017-01-19 02,9
20,2017-01-19 03,5
20,2017-01-19 04,7
20,2017-01-19 05,16
20,2017-01-19 06,17
20,2017-01-19 07,82
20,2017-01-19 08,344
20,2017-01-19 09,619
20,2017-01-19 10,498
20,2017-01-19 11,623
20,2017-01-19 12,583
20,2017-01-19 13,399
20,2017-01-19 14,537
20,2017-01-19 15,409
20,2017-01-19 16,360
20,2017-01-19 17,572
20,2017-01-19 18,541
20,2017-01-19 19,272
20,2017-01-19 20,204
20,2017-01-19 21,205
20,2017-01-19 22,176
20,2017-01-19 23,116
20,2017-02-26 00,14
20,2017-02-26 01,9
20,2017-02-26 02,7
20,2017-02-26 03,11
20,2017-02-26 04,7
20,2017-02-26 05,9
20,2017-02-26 06,16
20,2017-02-26 07,53
20,2017-02-26 08,213
20,2017-02-26 09,383
20,2017-02-26 10,360
20,2017-02-26 11,494
20,2017-02-26 12,580
20,2017-02-26 13,418
20,2017-02-26 14,431
20,2017-02-26 15,374
20,2017-02-26 16,339
20,2017-02-26 17,551
20,2017-02-26 18,458
20,2017-02-26 19,299
20,2017-02-26 20,260
20,2017-02-26 21,267
20,2017-02-26 22,378
20,2017-02-26 23,148
20,2017-02-27 00,49
20,2017-02-27 01,47
20,2017-02-27 02,33.5
20,2017-02-27 03,33.625
20,2017-02-27 04,30.0
20,2017-02-27 05,41.5
20,2017-02-27 06,58
20,2017-02-27 07,141
20,2017-02-27 08,1113
20,2017-02-27 09,1152
20,2017-02-27 10,847
20,2017-02-27 11,1450
20,2017-02-27 12,775
